Community,Species,Start
MC1-Skew-Amplicon-noGB,Salvelinus confluentus,0.00
MC1-Skew-Amplicon-noGB,Castor canadensis,0.00
MC1-Skew-Amplicon-noGB,Perca flavescens,0.00
MC1-Skew-Amplicon-noGB,Turdus migratorius,0.00
MC1-Skew-Amplicon-noGB,Ameiurus nebulosus,0.00
MC1-Skew-Amplicon-noGB,Sus scrofa,0.00
MC1-Skew-Amplicon-noGB,Gasterosteus aculeatus,0.00
MC1-Skew-Amplicon-noGB,Taricha granulosa,0.00
MC1-Skew-Amplicon-noGB,Osphranter rufus,0.00
MC1-Skew-Amplicon-noGB,Ondatra zibethicus,0.00
MC1-Skew-Amplicon-noGB,Aplodontia rufa,0.00
MC1-Skew-Amplicon-noGB,Felis catus,0.00
MC1-Skew-Amplicon-noGB,Rana pretiosa,0.00
MC1-Skew-Amplicon-noGB,Ascaphus truei,0.00
MC1-Skew-Amplicon-noGB,Novumbra hubbsi,0.00
MC1-Skew-Amplicon-noGB,Procyon lotor,0.00
MC1-Skew-Amplicon-noGB,Rana catesbeiana,0.00
MC1-Skew-Amplicon-noGB,Micropterus salmoides,0.00
MC1-Skew-Amplicon-noGB,Bos taurus,0.00
MC1-Skew-Amplicon-noGB,Lynx rufus,0.00
MC1-Skew-Amplicon-noGB,Didelphis virginiana,0.00
MC1-Skew-Amplicon-noGB,Neurotrichus gibbsii,0.00
MC1-Skew-Amplicon-noGB,Scapanus orarius,0.00
MC1-Skew-Amplicon-noGB,Neovison vison,0.00
MC1-Skew-Amplicon-noGB,Anaxyrus boreas,0.00
MC1-Skew-Amplicon-noGB,Ardea herodias,0.00
MC1-Skew-Amplicon-noGB,MammothGB,0.00
MC1-Skew-Amplicon-noGB,RandomGB,0.00
MC2-Even-Amplicon-noGB,Oncorhynchus clarkii,1000.00
MC2-Even-Amplicon-noGB,Oncorhynchus kisutch,1000.00
MC2-Even-Amplicon-noGB,Oncorhynchus tschawtscha,1000.00
MC2-Even-Amplicon-noGB,Oncorhynchus nerka,1000.00
MC2-Even-Amplicon-noGB,Oncorhynchus mykiss,1000.00
MC2-Even-Amplicon-noGB,Oncorhynchus keta,1000.00
MC2-Even-Amplicon-noGB,Oncorhynchus gorbuscha,1000.00
MC2-Even-Amplicon-noGB,Salmo trutta,1000.00
MC2-Even-Amplicon-noGB,Salvelinus malma,0.00
MC2-Even-Amplicon-noGB,Entosphenus tridentatus,1000.00
MC2-Even-Amplicon-noGB,Lampetra ayresii,0.00
MC2-Even-Amplicon-noGB,Cottus asper,1000.00
MC2-Even-Amplicon-noGB,Cottus marginatus,0.00
MC2-Even-Amplicon-noGB,Salvelinus confluentus,0.00
MC2-Even-Amplicon-noGB,Castor canadensis,0.00
MC2-Even-Amplicon-noGB,Perca flavescens,1000.00
MC2-Even-Amplicon-noGB,Turdus migratorius,1000.00
MC2-Even-Amplicon-noGB,Ameiurus nebulosus,1000.00
MC2-Even-Amplicon-noGB,Sus scrofa,0.00
MC2-Even-Amplicon-noGB,Gasterosteus aculeatus,1000.00
MC2-Even-Amplicon-noGB,Taricha granulosa,0.00
MC2-Even-Amplicon-noGB,Osphranter rufus,1000.00
MC2-Even-Amplicon-noGB,Ondatra zibethicus,1000.00
MC2-Even-Amplicon-noGB,Aplodontia rufa,1000.00
MC2-Even-Amplicon-noGB,Felis catus,0.00
MC2-Even-Amplicon-noGB,Rana pretiosa,1000.00
MC2-Even-Amplicon-noGB,Ascaphus truei,1000.00
MC2-Even-Amplicon-noGB,Novumbra hubbsi,0.00
MC2-Even-Amplicon-noGB,Procyon lotor,0.00
MC2-Even-Amplicon-noGB,Rana catesbeiana,0.00
MC2-Even-Amplicon-noGB,Micropterus salmoides,0.00
MC2-Even-Amplicon-noGB,Bos taurus,0.00
MC2-Even-Amplicon-noGB,Lynx rufus,0.00
MC2-Even-Amplicon-noGB,Didelphis virginiana,0.00
MC2-Even-Amplicon-noGB,Neurotrichus gibbsii,0.00
MC2-Even-Amplicon-noGB,Scapanus orarius,0.00
MC2-Even-Amplicon-noGB,Neovison vison,0.00
MC2-Even-Amplicon-noGB,Anaxyrus boreas,0.00
MC2-Even-Amplicon-noGB,Ardea herodias,0.00
MC2-Even-Amplicon-noGB,MammothGB,0.00
MC2-Even-Amplicon-noGB,RandomGB,0.00
MC2-Even-Amplicon-GB,Oncorhynchus clarkii,1000.00
MC2-Even-Amplicon-GB,Oncorhynchus kisutch,1000.00
MC2-Even-Amplicon-GB,Oncorhynchus tschawtscha,1000.00
MC2-Even-Amplicon-GB,Oncorhynchus nerka,1000.00
MC2-Even-Amplicon-GB,Oncorhynchus mykiss,1000.00
MC2-Even-Amplicon-GB,Oncorhynchus keta,1000.00
MC2-Even-Amplicon-GB,Oncorhynchus gorbuscha,1000.00
MC2-Even-Amplicon-GB,Salmo trutta,1000.00
MC2-Even-Amplicon-GB,Salvelinus malma,0.00
MC2-Even-Amplicon-GB,Entosphenus tridentatus,1000.00
MC2-Even-Amplicon-GB,Lampetra ayresii,0.00
MC2-Even-Amplicon-GB,Cottus asper,1000.00
MC2-Even-Amplicon-GB,Cottus marginatus,0.00
MC2-Even-Amplicon-GB,Salvelinus confluentus,0.00
MC2-Even-Amplicon-GB,Castor canadensis,0.00
MC2-Even-Amplicon-GB,Perca flavescens,1000.00
MC2-Even-Amplicon-GB,Turdus migratorius,1000.00
MC2-Even-Amplicon-GB,Ameiurus nebulosus,1000.00
MC2-Even-Amplicon-GB,Sus scrofa,0.00
MC2-Even-Amplicon-GB,Gasterosteus aculeatus,1000.00
MC2-Even-Amplicon-GB,Taricha granulosa,0.00
MC2-Even-Amplicon-GB,Osphranter rufus,1000.00
MC2-Even-Amplicon-GB,Ondatra zibethicus,1000.00
MC2-Even-Amplicon-GB,Aplodontia rufa,1000.00
MC2-Even-Amplicon-GB,Felis catus,0.00
MC2-Even-Amplicon-GB,Rana pretiosa,1000.00
MC2-Even-Amplicon-GB,Ascaphus truei,1000.00
MC2-Even-Amplicon-GB,Novumbra hubbsi,0.00
MC2-Even-Amplicon-GB,Procyon lotor,0.00
MC2-Even-Amplicon-GB,Rana catesbeiana,0.00
MC2-Even-Amplicon-GB,Micropterus salmoides,0.00
MC2-Even-Amplicon-GB,Bos taurus,0.00
MC2-Even-Amplicon-GB,Lynx rufus,0.00
MC2-Even-Amplicon-GB,Didelphis virginiana,0.00
MC2-Even-Amplicon-GB,Neurotrichus gibbsii,0.00
MC2-Even-Amplicon-GB,Scapanus orarius,0.00
MC2-Even-Amplicon-GB,Neovison vison,0.00
MC2-Even-Amplicon-GB,Anaxyrus boreas,0.00
MC2-Even-Amplicon-GB,Ardea herodias,0.00
MC2-Even-Amplicon-GB,MammothGB,1000.00
MC2-Even-Amplicon-GB,RandomGB,1000.00
MC2-Skew-Amplicon-noGB,Oncorhynchus clarkii,4982.55
MC2-Skew-Amplicon-noGB,Oncorhynchus kisutch,4982.55
MC2-Skew-Amplicon-noGB,Oncorhynchus tschawtscha,9965.09
MC2-Skew-Amplicon-noGB,Oncorhynchus nerka,4982.55
MC2-Skew-Amplicon-noGB,Oncorhynchus mykiss,9965.09
MC2-Skew-Amplicon-noGB,Oncorhynchus keta,3986.10
MC2-Skew-Amplicon-noGB,Oncorhynchus gorbuscha,24912.74
MC2-Skew-Amplicon-noGB,Salmo trutta,3986.10
MC2-Skew-Amplicon-noGB,Salvelinus malma,0.00
MC2-Skew-Amplicon-noGB,Entosphenus tridentatus,14947.64
MC2-Skew-Amplicon-noGB,Lampetra ayresii,0.00
MC2-Skew-Amplicon-noGB,Cottus asper,3736.91
MC2-Skew-Amplicon-noGB,Cottus marginatus,0.00
MC2-Skew-Amplicon-noGB,Salvelinus confluentus,0.00
MC2-Skew-Amplicon-noGB,Castor canadensis,0.00
MC2-Skew-Amplicon-noGB,Perca flavescens,3986.10
MC2-Skew-Amplicon-noGB,Turdus migratorius,1993.02
MC2-Skew-Amplicon-noGB,Ameiurus nebulosus,3736.91
MC2-Skew-Amplicon-noGB,Sus scrofa,0.00
MC2-Skew-Amplicon-noGB,Gasterosteus aculeatus,1245.64
MC2-Skew-Amplicon-noGB,Taricha granulosa,0.00
MC2-Skew-Amplicon-noGB,Osphranter rufus,3986.10
MC2-Skew-Amplicon-noGB,Ondatra zibethicus,996.51
MC2-Skew-Amplicon-noGB,Aplodontia rufa,3986.10
MC2-Skew-Amplicon-noGB,Felis catus,0.00
MC2-Skew-Amplicon-noGB,Rana pretiosa,3736.91
MC2-Skew-Amplicon-noGB,Ascaphus truei,1000.00
MC2-Skew-Amplicon-noGB,Novumbra hubbsi,0.00
MC2-Skew-Amplicon-noGB,Procyon lotor,0.00
MC2-Skew-Amplicon-noGB,Rana catesbeiana,0.00
MC2-Skew-Amplicon-noGB,Micropterus salmoides,0.00
MC2-Skew-Amplicon-noGB,Bos taurus,0.00
MC2-Skew-Amplicon-noGB,Lynx rufus,0.00
MC2-Skew-Amplicon-noGB,Didelphis virginiana,0.00
MC2-Skew-Amplicon-noGB,Neurotrichus gibbsii,0.00
MC2-Skew-Amplicon-noGB,Scapanus orarius,0.00
MC2-Skew-Amplicon-noGB,Neovison vison,0.00
MC2-Skew-Amplicon-noGB,Anaxyrus boreas,0.00
MC2-Skew-Amplicon-noGB,Ardea herodias,0.00
MC2-Skew-Amplicon-noGB,MammothGB,0.00
MC2-Skew-Amplicon-noGB,RandomGB,0.00
MC3-Even-Amplicon-noGB,Oncorhynchus clarkii,1000.00
MC3-Even-Amplicon-noGB,Oncorhynchus kisutch,1000.00
MC3-Even-Amplicon-noGB,Oncorhynchus tschawtscha,1000.00
MC3-Even-Amplicon-noGB,Oncorhynchus nerka,1000.00
MC3-Even-Amplicon-noGB,Oncorhynchus mykiss,1000.00
MC3-Even-Amplicon-noGB,Oncorhynchus keta,1000.00
MC3-Even-Amplicon-noGB,Oncorhynchus gorbuscha,1000.00
MC3-Even-Amplicon-noGB,Salmo trutta,1000.00
MC3-Even-Amplicon-noGB,Salvelinus malma,1000.00
MC3-Even-Amplicon-noGB,Entosphenus tridentatus,0.00
MC3-Even-Amplicon-noGB,Lampetra ayresii,1000.00
MC3-Even-Amplicon-noGB,Cottus asper,0.00
MC3-Even-Amplicon-noGB,Cottus marginatus,1000.00
MC3-Even-Amplicon-noGB,Salvelinus confluentus,0.00
MC3-Even-Amplicon-noGB,Castor canadensis,0.00
MC3-Even-Amplicon-noGB,Perca flavescens,0.00
MC3-Even-Amplicon-noGB,Turdus migratorius,0.00
MC3-Even-Amplicon-noGB,Ameiurus nebulosus,0.00
MC3-Even-Amplicon-noGB,Sus scrofa,0.00
MC3-Even-Amplicon-noGB,Gasterosteus aculeatus,0.00
MC3-Even-Amplicon-noGB,Taricha granulosa,0.00
MC3-Even-Amplicon-noGB,Osphranter rufus,0.00
MC3-Even-Amplicon-noGB,Ondatra zibethicus,0.00
MC3-Even-Amplicon-noGB,Aplodontia rufa,0.00
MC3-Even-Amplicon-noGB,Felis catus,0.00
MC3-Even-Amplicon-noGB,Rana pretiosa,0.00
MC3-Even-Amplicon-noGB,Ascaphus truei,0.00
MC3-Even-Amplicon-noGB,Novumbra hubbsi,1000.00
MC3-Even-Amplicon-noGB,Procyon lotor,0.00
MC3-Even-Amplicon-noGB,Rana catesbeiana,1000.00
MC3-Even-Amplicon-noGB,Micropterus salmoides,1000.00
MC3-Even-Amplicon-noGB,Bos taurus,0.00
MC3-Even-Amplicon-noGB,Lynx rufus,0.00
MC3-Even-Amplicon-noGB,Didelphis virginiana,1000.00
MC3-Even-Amplicon-noGB,Neurotrichus gibbsii,0.00
MC3-Even-Amplicon-noGB,Scapanus orarius,0.00
MC3-Even-Amplicon-noGB,Neovison vison,0.00
MC3-Even-Amplicon-noGB,Anaxyrus boreas,1000.00
MC3-Even-Amplicon-noGB,Ardea herodias,1000.00
MC3-Even-Amplicon-noGB,MammothGB,0.00
MC3-Even-Amplicon-noGB,RandomGB,0.00
MC3-Even-Amplicon-GB,Oncorhynchus clarkii,1000.00
MC3-Even-Amplicon-GB,Oncorhynchus kisutch,1000.00
MC3-Even-Amplicon-GB,Oncorhynchus tschawtscha,1000.00
MC3-Even-Amplicon-GB,Oncorhynchus nerka,1000.00
MC3-Even-Amplicon-GB,Oncorhynchus mykiss,1000.00
MC3-Even-Amplicon-GB,Oncorhynchus keta,1000.00
MC3-Even-Amplicon-GB,Oncorhynchus gorbuscha,1000.00
MC3-Even-Amplicon-GB,Salmo trutta,1000.00
MC3-Even-Amplicon-GB,Salvelinus malma,1000.00
MC3-Even-Amplicon-GB,Entosphenus tridentatus,0.00
MC3-Even-Amplicon-GB,Lampetra ayresii,1000.00
MC3-Even-Amplicon-GB,Cottus asper,0.00
MC3-Even-Amplicon-GB,Cottus marginatus,1000.00
MC3-Even-Amplicon-GB,Salvelinus confluentus,0.00
MC3-Even-Amplicon-GB,Castor canadensis,0.00
MC3-Even-Amplicon-GB,Perca flavescens,0.00
MC3-Even-Amplicon-GB,Turdus migratorius,0.00
MC3-Even-Amplicon-GB,Ameiurus nebulosus,0.00
MC3-Even-Amplicon-GB,Sus scrofa,0.00
MC3-Even-Amplicon-GB,Gasterosteus aculeatus,0.00
MC3-Even-Amplicon-GB,Taricha granulosa,0.00
MC3-Even-Amplicon-GB,Osphranter rufus,0.00
MC3-Even-Amplicon-GB,Ondatra zibethicus,0.00
MC3-Even-Amplicon-GB,Aplodontia rufa,0.00
MC3-Even-Amplicon-GB,Felis catus,0.00
MC3-Even-Amplicon-GB,Rana pretiosa,0.00
MC3-Even-Amplicon-GB,Ascaphus truei,0.00
MC3-Even-Amplicon-GB,Novumbra hubbsi,1000.00
MC3-Even-Amplicon-GB,Procyon lotor,0.00
MC3-Even-Amplicon-GB,Rana catesbeiana,1000.00
MC3-Even-Amplicon-GB,Micropterus salmoides,1000.00
MC3-Even-Amplicon-GB,Bos taurus,0.00
MC3-Even-Amplicon-GB,Lynx rufus,0.00
MC3-Even-Amplicon-GB,Didelphis virginiana,1000.00
MC3-Even-Amplicon-GB,Neurotrichus gibbsii,0.00
MC3-Even-Amplicon-GB,Scapanus orarius,0.00
MC3-Even-Amplicon-GB,Neovison vison,0.00
MC3-Even-Amplicon-GB,Anaxyrus boreas,1000.00
MC3-Even-Amplicon-GB,Ardea herodias,1000.00
MC3-Even-Amplicon-GB,MammothGB,1000.00
MC3-Even-Amplicon-GB,RandomGB,1000.00
MC3-Skew-Amplicon-noGB,Oncorhynchus clarkii,3988.76
MC3-Skew-Amplicon-noGB,Oncorhynchus kisutch,3988.76
MC3-Skew-Amplicon-noGB,Oncorhynchus tschawtscha,7966.29
MC3-Skew-Amplicon-noGB,Oncorhynchus nerka,5977.53
MC3-Skew-Amplicon-noGB,Oncorhynchus mykiss,11955.06
MC3-Skew-Amplicon-noGB,Oncorhynchus keta,3376.40
MC3-Skew-Amplicon-noGB,Oncorhynchus gorbuscha,19932.58
MC3-Skew-Amplicon-noGB,Salmo trutta,3376.40
MC3-Skew-Amplicon-noGB,Salvelinus malma,1988.76
MC3-Skew-Amplicon-noGB,Entosphenus tridentatus,0.00
MC3-Skew-Amplicon-noGB,Lampetra ayresii,7966.29
MC3-Skew-Amplicon-noGB,Cottus asper,0.00
MC3-Skew-Amplicon-noGB,Cottus marginatus,7966.29
MC3-Skew-Amplicon-noGB,Salvelinus confluentus,0.00
MC3-Skew-Amplicon-noGB,Castor canadensis,0.00
MC3-Skew-Amplicon-noGB,Perca flavescens,0.00
MC3-Skew-Amplicon-noGB,Turdus migratorius,0.00
MC3-Skew-Amplicon-noGB,Ameiurus nebulosus,0.00
MC3-Skew-Amplicon-noGB,Sus scrofa,0.00
MC3-Skew-Amplicon-noGB,Gasterosteus aculeatus,0.00
MC3-Skew-Amplicon-noGB,Taricha granulosa,0.00
MC3-Skew-Amplicon-noGB,Osphranter rufus,0.00
MC3-Skew-Amplicon-noGB,Ondatra zibethicus,0.00
MC3-Skew-Amplicon-noGB,Aplodontia rufa,0.00
MC3-Skew-Amplicon-noGB,Felis catus,0.00
MC3-Skew-Amplicon-noGB,Rana pretiosa,0.00
MC3-Skew-Amplicon-noGB,Ascaphus truei,0.00
MC3-Skew-Amplicon-noGB,Novumbra hubbsi,2988.76
MC3-Skew-Amplicon-noGB,Procyon lotor,0.00
MC3-Skew-Amplicon-noGB,Rana catesbeiana,9966.29
MC3-Skew-Amplicon-noGB,Micropterus salmoides,7966.29
MC3-Skew-Amplicon-noGB,Bos taurus,0.00
MC3-Skew-Amplicon-noGB,Lynx rufus,0.00
MC3-Skew-Amplicon-noGB,Didelphis virginiana,1000.00
MC3-Skew-Amplicon-noGB,Neurotrichus gibbsii,0.00
MC3-Skew-Amplicon-noGB,Scapanus orarius,0.00
MC3-Skew-Amplicon-noGB,Neovison vison,0.00
MC3-Skew-Amplicon-noGB,Anaxyrus boreas,3988.76
MC3-Skew-Amplicon-noGB,Ardea herodias,7966.29
MC3-Skew-Amplicon-noGB,MammothGB,0.00
MC3-Skew-Amplicon-noGB,RandomGB,0.00
