Serial Number,W30401034,,,,,,,,,
Sample ID,109,,,,,,,,,
Start Time,2021-11-10 22:52:25 UTC,,,,,,,,,
Duration,27 days, 18:43:09,,,,,,,,
11/13/21 0:30,5870,10.51,2.43,1.3,999,0.02,47.691525,-122.362349,86.2,3.7
11/13/21 0:30,5872,10.56,2.47,1.3,999,0.02,47.691526,-122.362348,86.2,3.7
11/13/21 0:30,5874,10.6,2.49,1.3,999,0.02,47.691527,-122.362347,86.4,3.7
11/13/21 0:30,5876,10.64,2.19,1.3,999,0.02,47.691529,-122.362346,86.7,3.7
11/13/21 0:30,5878,10.68,2.23,1.3,999,0.02,47.69153,-122.362344,87.3,3.7
11/13/21 0:30,5880,10.73,1.8,1.31,999,0.02,47.691531,-122.362343,87.8,3.7
11/13/21 0:30,5882,10.77,2.61,1.29,999,0.02,47.691532,-122.362342,88,3.7
11/13/21 0:30,5884,10.81,1.97,1.31,999,0.02,47.691533,-122.362343,88,3.7
11/13/21 0:30,5886,10.86,2.61,1.3,999,0.02,47.691534,-122.362343,87.5,3.7
11/13/21 0:30,5888,10.9,2.28,1.3,999,0.02,47.691535,-122.362343,86.8,3.7
11/13/21 0:30,5890,10.95,2.18,1.3,999,0.02,47.691536,-122.362344,85.9,3.7
11/13/21 0:30,5892,10.99,2.38,1.3,999,0.02,47.691536,-122.362344,85.2,3.7
11/13/21 0:30,5894,11.03,1.91,1.3,999,0.02,47.691537,-122.362343,84.1,3.7
11/13/21 0:30,5896,11.08,2.38,1.3,999,0.02,47.691537,-122.362342,83,3.7
11/13/21 0:30,5898,11.12,2.4,1.3,910.36,0.02,47.691538,-122.362341,81.7,3.7
11/13/21 0:30,5900,11.16,2.12,1.3,942.03,0.02,47.691538,-122.36234,80.7,3.7
11/13/21 0:30,5902,11.2,2.18,1.3,952.38,0.02,47.691539,-122.36234,79.8,3.7
11/13/21 0:30,5904,11.25,2,1.3,993.88,0.02,47.69154,-122.36234,79.1,3.7
11/13/21 0:30,5906,11.29,2.1,1.3,931.9,0.02,47.69154,-122.36234,78.9,3.7
11/13/21 0:30,5908,11.33,2.38,1.3,902.78,0.02,47.691541,-122.362338,79.2,3.7
11/13/21 0:30,5910,11.38,2.42,1.31,917.37,0.02,47.691541,-122.362337,79.7,3.7
11/13/21 0:30,5912,11.42,2.13,1.3,897.17,0.02,47.691541,-122.362335,80.1,3.7
11/13/21 0:30,5914,11.47,2.2,1.3,899.03,0.02,47.691541,-122.362335,80.6,3.7
11/13/21 0:31,5916,11.51,2.48,1.3,906.56,0.02,47.691541,-122.362334,80.8,3.7
11/13/21 0:31,5918,11.55,2.08,1.3,906.56,0.03,47.691542,-122.362334,80.7,3.7
11/13/21 0:31,5920,11.59,2.61,1.3,866.67,0.03,47.691542,-122.362335,80.9,3.7
11/13/21 0:31,5922,11.64,2.33,1.3,916.14,0.02,47.691541,-122.362335,81,3.7
11/13/21 0:31,5924,11.68,2,1.3,900.9,0.02,47.691541,-122.362336,81.1,3.7
11/13/21 0:31,5926,11.73,2.42,1.3,952.38,0.02,47.69154,-122.362337,80.9,3.7
11/13/21 0:31,5928,11.77,2.18,1.3,999,0.02,47.691539,-122.362339,80.5,3.7
11/13/21 0:31,5930,11.81,1.91,1.3,999,0.02,47.691538,-122.36234,80.4,3.7
11/13/21 0:31,5932,11.86,2.26,1.3,944.08,0.02,47.691537,-122.36234,80.4,3.7
11/13/21 0:31,5934,11.9,2.37,1.3,980.39,0.02,47.691537,-122.36234,80.4,3.7
11/13/21 0:31,5936,11.94,3.32,1.25,923.87,0.02,47.691537,-122.362341,80.4,3.7
11/13/21 0:31,5938,11.98,1.7,1.32,871.29,0.02,47.691537,-122.362341,80,3.7
11/13/21 0:31,5940,12.03,2.81,1.29,863.45,0.03,47.691536,-122.362342,79.9,3.7
11/13/21 0:31,5942,12.07,2.07,1.3,834.94,0.03,47.691536,-122.362342,79.9,3.7
11/13/21 0:31,5944,12.11,1.94,1.3,851.34,0.02,47.691536,-122.362343,80,3.7
11/13/21 0:31,5946,12.16,2.66,1.3,908.46,0.02,47.691536,-122.362342,80.3,3.7
11/13/21 0:31,5948,12.2,1.96,1.3,802.47,0.03,47.691536,-122.362341,80.5,3.7
11/13/21 0:31,5950,12.24,2.38,1.3,792.2,0.03,47.691535,-122.362342,81,3.7
11/13/21 0:31,5952,12.29,2.66,1.3,912.28,0.02,47.691535,-122.362342,81.8,3.7
11/13/21 0:31,5954,12.33,2.57,1.3,895.32,0.03,47.691534,-122.362341,83,3.7
11/13/21 0:31,5956,12.37,2.19,1.3,809.97,0.02,47.691534,-122.36234,84.5,3.7
11/13/21 0:31,5958,12.42,1.82,1.3,969.43,0.02,47.691534,-122.362338,85.4,3.7
11/13/21 0:31,5960,12.46,2.28,1.3,878.97,0.03,47.691536,-122.362337,86.3,3.7
11/13/21 0:31,5962,12.5,2.28,1.3,853.02,0.03,47.691537,-122.362335,87,3.7
11/13/21 0:31,5964,12.55,2.46,1.3,808.46,0.03,47.691537,-122.362333,87.5,3.7
11/13/21 0:31,5966,12.59,2.38,1.3,697.8,0.03,47.691537,-122.362333,87.6,3.7
11/13/21 0:31,5968,12.63,2.05,1.3,764.26,0.03,47.691537,-122.362333,87.5,3.7
11/13/21 0:31,5970,12.68,2.7,1.3,775.19,0.03,47.691537,-122.362333,87.3,3.7
11/13/21 0:31,5972,12.72,2.2,1.3,754.94,0.03,47.691538,-122.362334,87,3.7
11/13/21 0:31,5974,12.76,2.1,1.3,724.64,0.03,47.691539,-122.362335,87.3,3.7
11/13/21 0:32,5976,12.81,2.26,1.3,809.97,0.03,47.69154,-122.362336,87.5,3.7
11/13/21 0:32,5978,12.85,2.37,1.3,757.58,0.03,47.691541,-122.362336,88,3.7
11/13/21 0:32,5980,12.89,2.5,1.3,849.67,0.02,47.691541,-122.362335,88.8,3.7
11/13/21 0:32,5982,12.94,2.46,1.3,868.4,0.02,47.691543,-122.362333,89.7,3.7
11/13/21 0:32,5984,12.98,2.1,1.3,866.67,0.02,47.691544,-122.362332,90.4,3.7
11/13/21 0:32,5986,13.02,1.98,1.3,987.09,0.02,47.691545,-122.362332,90.9,3.7
11/13/21 0:32,5988,13.07,1.8,1.3,965.11,0.02,47.691546,-122.36233,91.2,3.7
11/13/21 0:32,5990,13.11,1.97,1.3,999,0.02,47.691547,-122.36233,91.6,3.7
11/13/21 0:32,5992,13.16,1.94,1.3,999,0.02,47.691547,-122.362329,91.8,3.7
11/13/21 0:32,5994,13.2,1.98,1.31,999,0.02,47.691547,-122.362328,91.8,3.7
11/13/21 0:32,5996,13.24,2.53,1.29,999,0.01,47.691547,-122.362327,91.8,3.7
11/13/21 0:32,5998,13.28,2.27,1.3,999,0.01,47.691547,-122.362328,91.7,3.7
11/13/21 0:32,6000,13.33,2.41,1.3,999,0.01,47.691546,-122.362328,91.9,3.7
11/13/21 0:32,6002,13.37,2.57,1.3,999,0.01,47.691545,-122.362328,92,3.7
11/13/21 0:32,6004,13.41,2.54,1.3,999,0.01,47.691544,-122.362327,92.1,3.7
11/13/21 0:32,6006,13.46,2.27,1.3,999,0.01,47.691543,-122.362325,92.2,3.7
11/13/21 0:32,6008,13.5,2.1,1.3,999,0.01,47.691542,-122.362323,91.8,3.7
11/13/21 0:32,6010,13.55,2.29,1.3,999,0.01,47.691541,-122.362322,91,3.7
11/13/21 0:32,6012,13.59,2.06,1.3,999,0.01,47.691541,-122.362322,89.9,3.7
11/13/21 0:32,6014,13.63,2.21,1.3,999,0.01,47.691541,-122.362321,88.7,3.7
11/13/21 0:32,6016,13.68,2.23,1.3,999,0.01,47.69154,-122.36232,87.5,3.7
11/13/21 0:32,6018,13.72,2.21,1.3,999,0.01,47.691539,-122.36232,86.3,3.7
11/13/21 0:32,6020,13.76,2.14,1.3,999,0.01,47.69154,-122.36232,85.3,3.7
11/13/21 0:32,6022,13.81,2.17,1.3,999,0.01,47.69154,-122.36232,84.2,3.7
11/13/21 0:32,6024,13.85,2.24,1.3,999,0.01,47.691541,-122.362322,83.3,3.7
11/13/21 0:32,6026,13.89,2.42,1.3,999,0.02,47.691542,-122.362322,82.5,3.7
11/13/21 0:32,6028,13.94,2.71,1.3,999,0.01,47.691545,-122.362322,82.4,3.7
11/13/21 0:32,6030,13.98,2.26,1.3,999,0.02,47.691547,-122.362323,82.3,3.7
11/13/21 0:32,6032,14.02,1.93,1.3,999,0.01,47.691549,-122.362322,82.3,3.7
11/13/21 0:32,6034,14.06,2.27,1.3,999,0.01,47.691551,-122.362322,82.2,3.7
11/13/21 0:33,6036,14.11,2.11,1.3,999,0.01,47.691552,-122.362321,82.3,3.7
11/13/21 0:33,6038,14.15,2.3,1.3,999,0.01,47.691552,-122.362321,82.6,3.7
11/13/21 0:33,6040,14.2,2.53,1.3,999,0.01,47.691552,-122.362321,82.9,3.7
11/13/21 0:33,6042,14.24,1.86,1.3,999,0.01,47.691552,-122.362321,83.2,3.7
11/13/21 0:33,6044,14.28,2.15,1.3,999,0.01,47.691551,-122.362321,83.2,3.7
11/13/21 0:33,6046,14.32,2.22,1.3,999,0.01,47.691549,-122.362322,83.3,3.7
11/13/21 0:33,6048,14.37,2.35,1.3,999,0.01,47.691548,-122.362322,83.1,3.7
11/13/21 0:33,6050,14.41,2.13,1.3,999,0.01,47.691547,-122.362324,83,3.7
11/13/21 0:33,6052,14.45,2.12,1.3,999,0.01,47.691546,-122.362324,82.9,3.7
11/13/21 0:33,6054,14.5,2.24,1.3,999,0.01,47.691545,-122.362325,82.7,3.7
11/13/21 0:33,6056,14.54,2.17,1.3,999,0.01,47.691544,-122.362326,82.8,3.7
11/13/21 0:33,6058,14.59,1.89,1.3,999,0.01,47.691542,-122.362328,83.2,3.7
11/13/21 0:33,6060,14.63,2.28,1.3,999,0.01,47.69154,-122.36233,83.7,3.7
11/13/21 0:33,6062,14.67,2.41,1.3,999,0.01,47.691538,-122.362332,83.8,3.7
11/13/21 0:33,6064,14.72,2.03,1.3,999,0.01,47.691536,-122.362333,83.6,3.7
11/13/21 0:33,6066,14.76,1.86,1.3,999,0.01,47.691534,-122.362334,83.3,3.7
11/13/21 0:33,6068,14.8,2.2,1.3,999,0.01,47.691532,-122.362335,83.3,3.7
11/13/21 0:33,6070,14.85,2.39,1.3,999,0.01,47.691531,-122.362337,83.4,3.7
11/13/21 0:33,6072,14.89,2.19,1.3,999,0.02,47.69153,-122.362339,83.6,3.7
11/13/21 0:33,6074,14.93,1.64,1.31,999,0.02,47.69153,-122.36234,83.7,3.7
11/13/21 0:33,6076,14.98,2.47,1.3,999,0.02,47.69153,-122.362341,83.7,3.7
11/13/21 0:33,6078,15.02,2.21,1.3,999,0.01,47.69153,-122.36234,83.7,3.7
11/13/21 0:33,6080,15.06,2.06,1.29,999,0.01,47.691531,-122.362341,83.8,3.7
11/13/21 0:33,6082,15.11,1.96,1.3,999,0.02,47.691533,-122.362342,83.8,3.7
11/13/21 0:33,6084,15.15,2.6,1.3,999,0.01,47.691535,-122.362344,83.6,3.7
11/13/21 0:33,6086,15.19,2.4,1.3,999,0.01,47.691537,-122.362347,83.3,3.7
11/13/21 0:33,6088,15.24,2.08,1.3,999,0.01,47.691538,-122.362347,82.9,3.7
11/13/21 0:33,6090,15.28,2.03,1.3,999,0.01,47.691541,-122.362346,82.5,3.7
11/13/21 0:33,6092,15.32,1.03,1.32,999,0.01,47.691544,-122.362346,82.3,3.7
11/13/21 0:33,6094,15.37,2.54,1.3,999,0.01,47.691545,-122.362347,82.2,3.7
11/13/21 0:34,6096,15.41,2.18,1.3,999,0.01,47.691546,-122.362347,82.3,3.7
11/13/21 0:34,6098,15.45,2.77,1.3,999,0.01,47.691548,-122.362347,82.5,3.7
11/13/21 0:34,6100,15.49,1.95,1.29,999,0.01,47.69155,-122.362347,82.6,3.7
11/13/21 0:34,6102,15.54,1.96,1.3,999,0.02,47.691552,-122.362345,82.4,3.7
11/13/21 0:34,6104,15.58,2.05,1.3,999,0.02,47.691557,-122.362344,82.8,3.7
11/13/21 0:34,6106,15.63,1.96,1.3,999,0.01,47.691559,-122.362342,83.1,3.7
11/13/21 0:34,6108,15.67,2.58,1.3,999,0.02,47.691561,-122.362341,83.4,3.7
11/13/21 0:34,6110,15.71,1.99,1.3,999,0.02,47.69156,-122.362339,83.2,3.7
11/13/21 0:34,6112,15.76,2.39,1.31,999,0.02,47.691558,-122.362337,82.7,3.7
11/13/21 0:34,6114,15.8,2.13,1.31,999,0.02,47.691555,-122.362335,82.4,3.7
11/13/21 0:34,6116,15.84,2.59,1.29,999,0.02,47.691551,-122.362334,82,3.7
11/13/21 0:34,6118,15.89,1.88,1.3,999,0.02,47.691548,-122.362334,82,3.7
11/13/21 0:34,6120,15.93,1.92,1.3,999,0.02,47.691545,-122.362333,82.1,3.7
11/13/21 0:34,6122,15.97,2.1,1.3,999,0.02,47.691543,-122.362332,82.3,3.7
11/13/21 0:34,6124,16.01,1.5,1.23,999,0.02,47.691543,-122.362331,82.5,3.7
11/13/21 0:34,6126,16.05,2.39,1.23,709.34,0.03,47.691543,-122.362331,82.4,3.7
11/13/21 0:34,6128,16.1,2.29,1.28,709.93,0.03,47.691543,-122.362329,82.9,3.7
11/13/21 0:34,6130,16.14,2.11,1.26,697.67,0.03,47.691543,-122.362327,83.8,3.7
11/13/21 0:34,6132,16.18,2.2,1.17,619.05,0.03,47.691543,-122.362325,84.6,4.6
11/13/21 0:34,6134,16.21,2.59,1.16,586.75,0.03,47.691543,-122.362323,85.4,4.6
11/13/21 0:34,6136,16.26,2.75,1.21,591.4,0.04,47.691543,-122.362321,85.7,4.6
11/13/21 0:34,6138,16.29,2.95,1.23,553.31,0.04,47.691542,-122.362319,86,4.6
11/13/21 0:34,6140,16.34,2.73,1.22,564.81,0.04,47.691542,-122.362318,86.1,4.6
11/13/21 0:34,6142,16.38,2.75,1.23,555.56,0.04,47.691541,-122.362317,86.2,4.6
11/13/21 0:34,6144,16.42,2.92,1.21,455.74,0.04,47.691541,-122.362317,85.9,4.6
11/13/21 0:34,6146,16.46,2.73,1.16,440.9,0.05,47.691543,-122.362317,86.4,4.6
11/13/21 0:34,6148,16.49,2.91,1.14,372.91,0.05,47.691542,-122.362318,86.5,4.6
11/13/21 0:34,6150,16.53,2.84,1.25,411.73,0.05,47.69154,-122.362319,86.4,4.6
11/13/21 0:34,6152,16.58,3.06,1.3,426.51,0.05,47.691538,-122.362319,86,4.6
11/13/21 0:34,6154,16.63,4.06,1.47,477.58,0.05,47.691536,-122.362319,85.8,4.6
11/13/21 0:35,6156,16.68,1.3,1.54,516.43,0.05,47.691533,-122.362319,85.4,4.6
11/13/21 0:35,6158,16.72,1.72,1.32,435.64,0.05,47.69153,-122.362318,84.7,4.6
11/13/21 0:35,6160,16.76,2.96,1.28,422.86,0.05,47.691528,-122.362319,84.2,4.6
11/13/21 0:35,6162,16.81,1.94,1.36,462.59,0.05,47.691526,-122.36232,83.7,4.6
11/13/21 0:35,6164,16.86,1.96,1.34,526.73,0.04,47.691524,-122.362323,83.1,4.6
11/13/21 0:35,6166,16.9,2.4,1.33,694.88,0.03,47.691523,-122.362326,82.8,4.6
11/13/21 0:35,6168,16.94,1.93,1.35,907.26,0.03,47.691522,-122.362328,82.7,4.6
11/13/21 0:35,6170,16.99,2.59,1.3,820.71,0.03,47.691521,-122.36233,82.6,4.6
11/13/21 0:35,6172,17.03,2.15,1.31,762.07,0.03,47.691521,-122.362336,82.8,4.6
11/13/21 0:35,6174,17.07,2.43,1.3,803.96,0.03,47.691522,-122.362337,84.4,4.6
11/13/21 0:35,6176,17.12,0.94,1.3,834.94,0.02,47.691524,-122.362335,88.2,4.6
11/13/21 0:35,6178,17.16,2.31,1.3,914.21,0.02,47.691524,-122.362337,89.1,4.6
11/13/21 0:35,6180,17.2,2.81,1.29,853.17,0.03,47.691525,-122.36234,90,4.6
11/13/21 0:35,6182,17.25,2.22,1.3,858.09,0.03,47.691526,-122.362343,90.1,4.6
11/13/21 0:35,6184,17.29,2.03,1.3,875.42,0.02,47.691524,-122.362346,89.2,4.6
11/13/21 0:35,6186,17.33,0.89,1.3,884.35,0.03,47.691522,-122.362348,88.6,4.6
11/13/21 0:35,6188,17.38,2,1.3,814.54,0.03,47.691521,-122.362349,88.3,4.6
11/13/21 0:35,6190,17.42,1.92,1.3,816.07,0.02,47.691519,-122.36235,88,4.6
11/13/21 0:35,6192,17.46,1.27,1.3,984.85,0.02,47.691518,-122.362351,87.7,4.6
11/13/21 0:35,6194,17.5,3.24,1.24,937.26,0.02,47.691517,-122.362349,87.7,4.6
11/13/21 0:35,6196,17.55,0.26,1.33,978.66,0.02,47.691516,-122.362347,87.8,4.6
11/13/21 0:35,6198,17.59,2.38,1.28,987.65,0.02,47.691516,-122.362347,87.9,4.6
11/13/21 0:35,6200,17.64,1.74,1.31,999,0.02,47.691516,-122.362345,87.9,4.6
11/13/21 0:35,6202,17.68,2.04,1.3,999,0.02,47.691516,-122.362344,87.9,4.6
11/13/21 0:35,6204,17.72,2.29,1.3,999,0.02,47.691516,-122.362343,87.9,4.6
11/13/21 0:35,6206,17.77,1.39,1.31,999,0.02,47.691517,-122.362342,88.2,4.6
11/13/21 0:35,6208,17.81,1.89,1.3,999,0.01,47.691517,-122.362341,88.4,4.6
11/13/21 0:35,6210,17.85,2.32,1.3,999,0.01,47.691518,-122.36234,88.7,4.6
11/13/21 0:35,6212,17.9,1.32,1.3,999,0.02,47.691519,-122.362339,89.3,4.6
11/13/21 0:35,6214,17.94,2.13,1.3,999,0.02,47.691521,-122.362338,89.8,4.6
11/13/21 0:36,6216,17.98,1.76,1.3,999,0.01,47.691522,-122.362338,90.2,4.6
11/13/21 0:36,6218,18.03,1.8,1.3,999,0.02,47.691524,-122.362339,90.6,4.6
11/13/21 0:36,6220,18.07,1.86,1.31,999,0.02,47.691526,-122.362338,90.7,4.6
11/13/21 0:36,6222,18.11,2.17,1.3,999,0.02,47.691528,-122.362338,90.7,4.6
11/13/21 0:36,6224,18.16,1.6,1.3,999,0.02,47.691529,-122.36234,90.5,4.6
11/13/21 0:36,6226,18.2,1.64,1.3,999,0.02,47.69153,-122.362342,89.9,4.6
11/13/21 0:36,6228,18.24,1.75,1.3,999,0.02,47.691532,-122.362344,89.3,4.6
11/13/21 0:36,6230,18.29,1.86,1.29,999,0.02,47.691533,-122.362347,88.7,4.6
11/13/21 0:36,6232,18.33,2.39,1.27,999,0.02,47.691534,-122.362349,87.5,4.6
11/13/21 0:36,6234,18.37,1.48,1.3,999,0.02,47.691534,-122.362351,86.4,4.6
11/13/21 0:36,6236,18.42,1.57,1.3,999,0.02,47.691534,-122.362353,85.6,4.6
11/13/21 0:36,6238,18.46,1.75,1.3,999,0.02,47.691534,-122.362354,84.9,4.6
11/13/21 0:36,6240,18.5,1.88,1.3,999,0.02,47.691534,-122.362354,84.3,4.6
11/13/21 0:36,6242,18.55,2.45,1.29,999,0.02,47.691533,-122.362355,84,4.6
11/13/21 0:36,6244,18.59,1.93,1.31,999,0.02,47.691533,-122.362355,84,4.6
11/13/21 0:36,6246,18.63,1.97,1.29,999,0.01,47.691531,-122.362354,83.9,4.6
11/13/21 0:36,6248,18.68,1.97,1.3,999,0.01,47.69153,-122.362354,83.9,4.6
11/13/21 0:36,6250,18.72,2.23,1.29,999,0.01,47.69153,-122.362354,83.9,4.6
11/13/21 0:36,6252,18.76,2.31,1.3,999,0.01,47.691529,-122.362355,84,4.6
11/13/21 0:36,6254,18.81,2.27,1.3,999,0.01,47.691529,-122.362357,84.2,4.6
11/13/21 0:36,6256,18.85,2.1,1.3,999,0.01,47.691528,-122.362358,84.3,4.6
11/13/21 0:36,6258,18.89,2.21,1.3,999,0.01,47.691528,-122.362358,84.3,4.6
11/13/21 0:36,6260,18.94,2.06,1.31,999,0.01,47.691528,-122.362359,84,4.6
11/13/21 0:36,6262,18.98,2.12,1.3,999,0.01,47.691528,-122.36236,83.8,4.6
11/13/21 0:36,6264,19.02,2.02,1.3,999,0.01,47.691528,-122.36236,83.9,4.6
11/13/21 0:36,6266,19.07,1.96,1.3,999,0.01,47.691527,-122.362359,83.9,4.6
11/13/21 0:36,6268,19.11,2.21,1.3,999,0.01,47.691527,-122.362359,84.3,4.6
11/13/21 0:36,6270,19.15,2.1,1.3,999,0.01,47.691527,-122.362358,84.1,4.6
11/13/21 0:36,6272,19.2,2.23,1.3,999,0.01,47.691527,-122.362357,84.1,4.6
11/13/21 0:36,6274,19.24,2.2,1.3,999,0.01,47.691527,-122.362357,83.9,4.6
11/13/21 0:37,6276,19.28,1.99,1.3,999,0.01,47.691527,-122.362357,83.7,4.6
11/13/21 0:37,6278,19.33,2.27,1.3,999,0.02,47.691528,-122.362356,83.5,4.6
11/13/21 0:37,6280,19.37,2.18,1.29,999,0.02,47.691528,-122.362356,83.1,4.6
11/13/21 0:37,6282,19.41,2.21,1.3,999,0.02,47.691527,-122.362356,82,4.6
11/13/21 0:37,6284,19.46,2.2,1.3,999,0.02,47.691526,-122.362356,81.2,4.6
11/13/21 0:37,6286,19.5,1.95,1.3,999,0.02,47.691525,-122.362354,80.6,4.6
11/13/21 0:37,6288,19.54,2.23,1.3,999,0.02,47.691523,-122.362352,79.4,4.6
11/13/21 0:37,6290,19.59,2.31,1.3,999,0.02,47.691521,-122.362351,77.6,4.6
11/13/21 0:37,6292,19.63,1.88,1.3,999,0.02,47.691519,-122.362347,76.8,4.6
11/13/21 0:37,6294,19.67,1.87,1.3,999,0.02,47.691519,-122.362347,76.7,4.6
11/13/21 0:37,6296,19.72,2.13,1.31,999,0.02,47.691519,-122.362347,77,4.6
11/13/21 0:37,6298,19.76,2.65,1.28,999,0.02,47.69152,-122.362346,77.6,4.6
11/13/21 0:37,6300,19.8,1.82,1.3,999,0.02,47.69152,-122.362346,78,4.6
11/13/21 0:37,6302,19.85,2.11,1.3,999,0.01,47.691521,-122.362345,78.4,4.6
11/13/21 0:37,6304,19.89,2.37,1.3,999,0.01,47.691521,-122.362344,78.9,4.6
11/13/21 0:37,6306,19.93,2.29,1.29,999,0.01,47.691522,-122.362343,79.3,4.6
11/13/21 0:37,6308,19.98,2.12,1.3,999,0.01,47.691522,-122.362343,79.5,4.6
11/13/21 0:37,6310,20.02,2.17,1.3,999,0.01,47.691522,-122.362344,79.5,4.6
11/13/21 0:37,6312,20.06,2.27,1.3,999,0.01,47.691521,-122.362344,79.2,4.6
11/13/21 0:37,6314,20.11,2.05,1.3,999,0.02,47.691521,-122.362344,79.1,4.6
11/13/21 0:37,6316,20.15,2.18,1.3,999,0.02,47.691522,-122.362345,78.9,4.6
12/8/21 17:33,67277,20.15,-0.39,0,0,0.24,47.948046,-122.683194,19.3,5.8
12/8/21 17:33,67279,20.15,-0.41,0,0,0.23,47.948043,-122.683193,18.8,9
12/8/21 17:33,67281,20.15,0.1,0.09,6.43,0.23,47.948041,-122.683191,18.5,9
12/8/21 17:33,67283,20.17,0.55,0.46,34.14,0.22,47.948042,-122.683191,18.5,9
12/8/21 17:33,67285,20.2,1.28,0.64,56.92,0.19,47.948043,-122.683196,18.5,9
12/8/21 17:33,67287,20.22,2.24,0.53,54.28,0.16,47.948044,-122.6832,17.7,9
12/8/21 17:33,67289,20.22,3.01,0.23,30.11,0.13,47.948045,-122.6832,17.6,5.5
12/8/21 17:33,67291,20.22,5.48,0.2,28.11,0.12,47.948046,-122.6832,17.1,5.5
12/8/21 17:33,67293,20.26,6.87,0.78,121.84,0.11,47.948045,-122.6832,16.6,5.5
12/8/21 17:34,67295,20.31,7.18,1.27,242.18,0.09,47.948043,-122.683199,16,5.5
12/8/21 17:34,67297,20.36,6.35,1.42,369.5,0.06,47.948042,-122.6832,15.1,5.5
12/8/21 17:34,67299,20.4,4.67,1.42,473.33,0.05,47.948041,-122.683201,14.5,5.5
12/8/21 17:34,67301,20.45,4.55,1.35,544.79,0.04,47.948041,-122.683202,13.8,5.5
12/8/21 17:34,67303,20.49,4.64,1.29,498.26,0.04,47.94804,-122.683204,13,5.5
12/8/21 17:34,67305,20.54,4.67,1.29,486.98,0.04,47.94804,-122.683205,12.4,5.5
12/8/21 17:34,67307,20.58,4.69,1.31,566.36,0.04,47.948039,-122.683207,11.8,5.5
12/8/21 17:34,67309,20.62,4.43,1.3,471.53,0.05,47.948041,-122.68321,11.5,5.5
12/8/21 17:34,67311,20.66,12.18,1.3,458.55,0.05,47.948041,-122.683213,11.1,5.5
12/8/21 17:34,67313,20.68,10.39,0.72,259.46,0.05,47.94804,-122.683214,10.9,5.5
12/8/21 17:34,67315,20.7,10.01,0.75,277.78,0.05,47.948039,-122.683214,10.9,5.5
12/8/21 17:34,67317,20.76,8.35,1.46,450.2,0.05,47.948041,-122.683216,11.2,5.5
12/8/21 17:34,67319,20.82,3.48,1.43,426.74,0.06,47.948042,-122.683215,11.5,5.5
12/8/21 17:34,67321,20.85,5.49,1.33,371.61,0.06,47.948042,-122.683216,11.5,5.5
12/8/21 17:34,67323,20.9,4.7,1.31,369.43,0.06,47.948043,-122.683217,11.5,5.5
12/8/21 17:34,67325,20.94,4.43,1.32,298.31,0.07,47.948051,-122.683221,11.9,5.5
12/8/21 17:34,67327,20.99,13.59,1.29,303.89,0.07,47.948055,-122.683225,12,5.5
12/8/21 17:34,67329,21.01,13.76,0.72,181.27,0.07,47.948061,-122.683231,11.3,5.5
12/8/21 17:34,67331,21.01,10.44,0.39,83.23,0.08,47.948061,-122.683235,9.9,5.5
12/8/21 17:34,67333,21.06,10.56,1.24,253.11,0.08,47.948063,-122.683241,8.5,5.5
12/8/21 17:34,67335,21.12,1.84,1.46,293.7,0.08,47.948065,-122.683247,7.6,5.5
12/8/21 17:34,67337,21.16,5.61,1.31,275.33,0.08,47.948066,-122.683251,6.6,5.5
12/8/21 17:34,67339,21.2,4.94,1.3,260.42,0.08,47.948068,-122.683256,6.2,6.1
12/8/21 17:34,67341,21.24,4.29,1.32,270.44,0.08,47.948071,-122.68326,5.7,6.1
12/8/21 17:34,67343,21.29,14.04,1.28,228.04,0.09,47.948072,-122.68326,6.3,6.1
12/8/21 17:34,67345,21.3,13.87,0.63,136.36,0.08,47.948074,-122.683264,5.8,6.1
12/8/21 17:34,67347,21.3,13.66,0.23,41.44,0.09,47.948077,-122.683268,5.8,6.1
12/8/21 17:34,67349,21.3,13.55,0.07,10.96,0.11,47.948078,-122.68327,5.6,5.5
12/8/21 17:34,67351,21.3,13.49,0.02,3.37,0.1,47.948079,-122.683272,6,5.5
12/8/21 17:34,67353,21.3,13.47,0.01,1.46,0.11,47.948082,-122.68327,6.8,5.5
12/8/21 17:35,67355,21.3,12.32,0,0,0.12,47.948085,-122.68327,7.5,5.5
12/8/21 17:35,67357,21.34,10.96,0.8,115.84,0.12,47.948084,-122.683271,7,5.5
12/8/21 17:35,67359,21.39,4.94,1.46,227.2,0.11,47.948084,-122.68327,7.1,7.7
12/8/21 17:35,67361,21.44,5.94,1.31,198.94,0.11,47.948083,-122.683269,7.2,7.7
12/8/21 17:35,67363,21.48,4.85,1.33,220.78,0.1,47.948083,-122.68327,7.5,7.7
12/8/21 17:35,67365,21.52,5.9,1.29,211.93,0.1,47.948082,-122.683271,8.4,7.7
12/8/21 17:35,67367,21.57,5.14,1.31,249.95,0.09,47.948082,-122.683273,9.1,7.7
12/8/21 17:35,67369,21.61,5.99,1.3,291.22,0.07,47.948082,-122.683275,9.9,5.5
12/8/21 17:35,67371,21.66,5.7,1.3,275.83,0.08,47.948081,-122.683276,10.6,5.5
12/8/21 17:35,67373,21.7,5.25,1.3,345.01,0.06,47.94808,-122.683277,11.2,5.5
12/8/21 17:35,67375,21.74,2.47,1.31,470.55,0.05,47.948078,-122.683278,11.6,5.5
