"Sample_name","species","totalReads"
"SqmDn2_0622","Aix sponsa",0
"SqmDn2_0622","Lynx rufus",0
"SqmDn2_0622","Rattus rattus",0
"SqmDn2_0622","Poecile atricapillus",0
"SqmUp2_0622","Oncorhynchus kisutch",2540
"SqmUp2_0622","Oncorhynchus clarkii",7703
"SqmUp2_0622","Cottus asper",0
"SqmUp2_0622","Oncorhynchus mykiss",0
"SqmUp2_0622","Perca flavescens",0
"SqmUp2_0622","Lampetra ayresii",655
"SqmUp2_0622","Pimephales promelas",481
"SqmUp2_0622","Osphranter rufus",0
"SqmUp2_0622","Bos taurus",5481
"SqmUp2_0622","Ameiurus nebulosus",1309
"SqmUp2_0622","Turdus migratorius",323
"SqmUp2_0622","Corvus corax",0
"SqmUp2_0622","Dicamptodon tenebrosus",0
"SqmUp2_0622","Lepomis gibbosus",0
"SqmUp2_0622","Oncorhynchus nerka",0
"SqmUp2_0622","Micropterus salmoides",0
"SqmUp2_0622","Rana catesbeiana",90
"SqmUp2_0622","Gasterosteus aculeatus",0
"SqmUp2_0622","Alburnus alburnus",0
"SqmUp2_0622","Regulus calendula",0
"SqmUp2_0622","Castor canadensis",0
"SqmUp2_0622","Homo sapiens",0
"SqmUp2_0622","Didelphis virginiana",0
"SqmUp2_0622","Melospiza melodia",0
"SqmUp2_0622","Cottus marginatus",0
"SqmUp2_0622","Scapanus orarius",0
"SqmUp2_0622","Sus scrofa",0
"SqmUp2_0622","Tachycineta bicolor",0
"SqmUp2_0622","Lithobates catesbeianus",0
"SqmUp2_0622","Canis lupus",0
"SqmUp2_0622","Procyon lotor",0
"SqmUp2_0622","Ondatra zibethicus",0
"SqmUp2_0622","Anaxyrus boreas",0
"SqmUp2_0622","Phalacrocorax auritus",0
"SqmUp2_0622","Aix sponsa",0
"SqmUp2_0622","Lynx rufus",0
"SqmUp2_0622","Rattus rattus",0
"SqmUp2_0622","Poecile atricapillus",0
"PadDn1_0722","Oncorhynchus kisutch",9571
"PadDn1_0722","Oncorhynchus clarkii",756
"PadDn1_0722","Cottus asper",2589
"PadDn1_0722","Oncorhynchus mykiss",954
"PadDn1_0722","Perca flavescens",0
"PadDn1_0722","Lampetra ayresii",0
"PadDn1_0722","Pimephales promelas",0
"PadDn1_0722","Osphranter rufus",0
"PadDn1_0722","Bos taurus",0
"PadDn1_0722","Ameiurus nebulosus",0
"PadDn1_0722","Turdus migratorius",114
"PadDn1_0722","Corvus corax",0
"PadDn1_0722","Dicamptodon tenebrosus",0
"PadDn1_0722","Lepomis gibbosus",60
"PadDn1_0722","Oncorhynchus nerka",0
"PadDn1_0722","Micropterus salmoides",0
"PadDn1_0722","Rana catesbeiana",0
"PadDn1_0722","Gasterosteus aculeatus",0
"PadDn1_0722","Alburnus alburnus",0
"PadDn1_0722","Regulus calendula",0
"PadDn1_0722","Castor canadensis",0
"PadDn1_0722","Homo sapiens",0
"PadDn1_0722","Didelphis virginiana",0
"PadDn1_0722","Melospiza melodia",0
"PadDn1_0722","Cottus marginatus",0
"PadDn1_0722","Scapanus orarius",0
"PadDn1_0722","Sus scrofa",0
"PadDn1_0722","Tachycineta bicolor",0
"PadDn1_0722","Lithobates catesbeianus",0
"PadDn1_0722","Canis lupus",0
"PadDn1_0722","Procyon lotor",0
"PadDn1_0722","Ondatra zibethicus",0
"PadDn1_0722","Anaxyrus boreas",0
"PadDn1_0722","Phalacrocorax auritus",0
"PadDn1_0722","Aix sponsa",0
"PadDn1_0722","Lynx rufus",0
"PadDn1_0722","Rattus rattus",12
"PadDn1_0722","Poecile atricapillus",0
"PadDn2_0722","Oncorhynchus kisutch",13848
"PadDn2_0722","Oncorhynchus clarkii",1166
"PadDn2_0722","Cottus asper",5292
"PadDn2_0722","Oncorhynchus mykiss",1092
"PadDn2_0722","Perca flavescens",0
"PadDn2_0722","Lampetra ayresii",0
"PadDn2_0722","Pimephales promelas",0
"PadDn2_0722","Osphranter rufus",0
"PadDn2_0722","Bos taurus",0
"PadDn2_0722","Ameiurus nebulosus",0
"PadDn2_0722","Turdus migratorius",0
"PadDn2_0722","Corvus corax",0
"PadDn2_0722","Dicamptodon tenebrosus",0
"PadDn2_0722","Lepomis gibbosus",450
"PadDn2_0722","Oncorhynchus nerka",0
"PadDn2_0722","Micropterus salmoides",0
"PadDn2_0722","Rana catesbeiana",0
"PadDn2_0722","Gasterosteus aculeatus",185
"PadDn2_0722","Alburnus alburnus",0
"PadDn2_0722","Regulus calendula",0
"PadDn2_0722","Castor canadensis",0
"PadDn2_0722","Homo sapiens",0
"PadDn2_0722","Didelphis virginiana",0
"PadDn2_0722","Melospiza melodia",0
"PadDn2_0722","Cottus marginatus",0
"PadDn2_0722","Scapanus orarius",0
"PadDn2_0722","Sus scrofa",0
"PadDn2_0722","Tachycineta bicolor",0
"PadDn2_0722","Lithobates catesbeianus",0
"PadDn2_0722","Canis lupus",0
"PadDn2_0722","Procyon lotor",0
"PadDn2_0722","Ondatra zibethicus",0
"PadDn2_0722","Anaxyrus boreas",0
"PadDn2_0722","Phalacrocorax auritus",0
"PadDn2_0722","Aix sponsa",0
"PadDn2_0722","Lynx rufus",0
"PadDn2_0722","Rattus rattus",0
"PadDn2_0722","Poecile atricapillus",7
"PadUp11_1_0722TR2","Oncorhynchus kisutch",4592
"PadUp11_1_0722TR2","Oncorhynchus clarkii",0
"PadUp11_1_0722TR2","Cottus asper",416
"PadUp11_1_0722TR2","Oncorhynchus mykiss",0
"PadUp11_1_0722TR2","Perca flavescens",0
"PadUp11_1_0722TR2","Lampetra ayresii",0
"PadUp11_1_0722TR2","Pimephales promelas",0
"PadUp11_1_0722TR2","Osphranter rufus",0
"PadUp11_1_0722TR2","Bos taurus",0
"PadUp11_1_0722TR2","Ameiurus nebulosus",0
"PadUp11_1_0722TR2","Turdus migratorius",131
"PadUp11_1_0722TR2","Corvus corax",0
"PadUp11_1_0722TR2","Dicamptodon tenebrosus",0
"PadUp11_1_0722TR2","Lepomis gibbosus",0
"PadUp11_1_0722TR2","Oncorhynchus nerka",0
"PadUp11_1_0722TR2","Micropterus salmoides",0
"PadUp11_1_0722TR2","Rana catesbeiana",0
"PadUp11_1_0722TR2","Gasterosteus aculeatus",0
"PadUp11_1_0722TR2","Alburnus alburnus",0
"PadUp11_1_0722TR2","Regulus calendula",0
"PadUp11_1_0722TR2","Castor canadensis",0
"PadUp11_1_0722TR2","Homo sapiens",0
"PadUp11_1_0722TR2","Didelphis virginiana",0
"PadUp11_1_0722TR2","Melospiza melodia",0
"PadUp11_1_0722TR2","Cottus marginatus",0
"PadUp11_1_0722TR2","Scapanus orarius",0
"PadUp11_1_0722TR2","Sus scrofa",0
"PadUp11_1_0722TR2","Tachycineta bicolor",0
"PadUp11_1_0722TR2","Lithobates catesbeianus",0
"PadUp11_1_0722TR2","Canis lupus",0
"PadUp11_1_0722TR2","Procyon lotor",0
"PadUp11_1_0722TR2","Ondatra zibethicus",0
"PadUp11_1_0722TR2","Anaxyrus boreas",0
"PadUp11_1_0722TR2","Phalacrocorax auritus",0
"PadUp11_1_0722TR2","Aix sponsa",0
"PadUp11_1_0722TR2","Lynx rufus",0
"PadUp11_1_0722TR2","Rattus rattus",0
"PadUp11_1_0722TR2","Poecile atricapillus",0
"PadUp11_1_0722TR3","Oncorhynchus kisutch",11007
"PadUp11_1_0722TR3","Oncorhynchus clarkii",0
"PadUp11_1_0722TR3","Cottus asper",17206
"PadUp11_1_0722TR3","Oncorhynchus mykiss",4882
"PadUp11_1_0722TR3","Perca flavescens",0
"PadUp11_1_0722TR3","Lampetra ayresii",0
"PadUp11_1_0722TR3","Pimephales promelas",0
"PadUp11_1_0722TR3","Osphranter rufus",0
"PadUp11_1_0722TR3","Bos taurus",0
"PadUp11_1_0722TR3","Ameiurus nebulosus",0
"PadUp11_1_0722TR3","Turdus migratorius",0
"PadUp11_1_0722TR3","Corvus corax",0
"PadUp11_1_0722TR3","Dicamptodon tenebrosus",0
"PadUp11_1_0722TR3","Lepomis gibbosus",0
"PadUp11_1_0722TR3","Oncorhynchus nerka",0
"PadUp11_1_0722TR3","Micropterus salmoides",0
"PadUp11_1_0722TR3","Rana catesbeiana",0
"PadUp11_1_0722TR3","Gasterosteus aculeatus",0
"PadUp11_1_0722TR3","Alburnus alburnus",0
"PadUp11_1_0722TR3","Regulus calendula",0
"PadUp11_1_0722TR3","Castor canadensis",0
"PadUp11_1_0722TR3","Homo sapiens",0
"PadUp11_1_0722TR3","Didelphis virginiana",0
"PadUp11_1_0722TR3","Melospiza melodia",0
"PadUp11_1_0722TR3","Cottus marginatus",0
"PadUp11_1_0722TR3","Scapanus orarius",0
"PadUp11_1_0722TR3","Sus scrofa",0
"PadUp11_1_0722TR3","Tachycineta bicolor",0
"PadUp11_1_0722TR3","Lithobates catesbeianus",0
"PadUp11_1_0722TR3","Canis lupus",0
"PadUp11_1_0722TR3","Procyon lotor",0
"PadUp11_1_0722TR3","Ondatra zibethicus",0
"PadUp11_1_0722TR3","Anaxyrus boreas",0
"PadUp11_1_0722TR3","Phalacrocorax auritus",0
"PadUp11_1_0722TR3","Aix sponsa",0
"PadUp11_1_0722TR3","Lynx rufus",0
"PadUp11_1_0722TR3","Rattus rattus",0
"PadUp11_1_0722TR3","Poecile atricapillus",0
"PadUp11_1_0722","Oncorhynchus kisutch",29593
"PadUp11_1_0722","Oncorhynchus clarkii",0
"PadUp11_1_0722","Cottus asper",0
"PadUp11_1_0722","Oncorhynchus mykiss",0
"PadUp11_1_0722","Perca flavescens",0
"PadUp11_1_0722","Lampetra ayresii",0
"PadUp11_1_0722","Pimephales promelas",0
"PadUp11_1_0722","Osphranter rufus",0
"PadUp11_1_0722","Bos taurus",0
"PadUp11_1_0722","Ameiurus nebulosus",0
"PadUp11_1_0722","Turdus migratorius",0
"PadUp11_1_0722","Corvus corax",0
"PadUp11_1_0722","Dicamptodon tenebrosus",0
"PadUp11_1_0722","Lepomis gibbosus",0
"PadUp11_1_0722","Oncorhynchus nerka",0
"PadUp11_1_0722","Micropterus salmoides",0
"PadUp11_1_0722","Rana catesbeiana",0
"PadUp11_1_0722","Gasterosteus aculeatus",0
"PadUp11_1_0722","Alburnus alburnus",0
"PadUp11_1_0722","Regulus calendula",0
"PadUp11_1_0722","Castor canadensis",0
"PadUp11_1_0722","Homo sapiens",0
"PadUp11_1_0722","Didelphis virginiana",0
"PadUp11_1_0722","Melospiza melodia",0
"PadUp11_1_0722","Cottus marginatus",0
"PadUp11_1_0722","Scapanus orarius",0
"PadUp11_1_0722","Sus scrofa",0
"PadUp11_1_0722","Tachycineta bicolor",0
"PadUp11_1_0722","Lithobates catesbeianus",0
"PadUp11_1_0722","Canis lupus",0
"PadUp11_1_0722","Procyon lotor",0
"PadUp11_1_0722","Ondatra zibethicus",0
"PadUp11_1_0722","Anaxyrus boreas",0
"PadUp11_1_0722","Phalacrocorax auritus",0
"PadUp11_1_0722","Aix sponsa",0
"PadUp11_1_0722","Lynx rufus",0
"PadUp11_1_0722","Rattus rattus",0
"PadUp11_1_0722","Poecile atricapillus",0
"PadUp11_2_0722","Oncorhynchus kisutch",39040
"PadUp11_2_0722","Oncorhynchus clarkii",20129
"PadUp11_2_0722","Cottus asper",4934
"PadUp11_2_0722","Oncorhynchus mykiss",17823
"PadUp11_2_0722","Perca flavescens",0
"PadUp11_2_0722","Lampetra ayresii",0
"PadUp11_2_0722","Pimephales promelas",0
"PadUp11_2_0722","Osphranter rufus",0
"PadUp11_2_0722","Bos taurus",0
"PadUp11_2_0722","Ameiurus nebulosus",0
"PadUp11_2_0722","Turdus migratorius",0
"PadUp11_2_0722","Corvus corax",0
"PadUp11_2_0722","Dicamptodon tenebrosus",0
"PadUp11_2_0722","Lepomis gibbosus",3266
"PadUp11_2_0722","Oncorhynchus nerka",0
"PadUp11_2_0722","Micropterus salmoides",0
"PadUp11_2_0722","Rana catesbeiana",0
"PadUp11_2_0722","Gasterosteus aculeatus",0
"PadUp11_2_0722","Alburnus alburnus",0
"PadUp11_2_0722","Regulus calendula",0
"PadUp11_2_0722","Castor canadensis",0
"PadUp11_2_0722","Homo sapiens",0
"PadUp11_2_0722","Didelphis virginiana",0
"PadUp11_2_0722","Melospiza melodia",0
"PadUp11_2_0722","Cottus marginatus",0
"PadUp11_2_0722","Scapanus orarius",0
"PadUp11_2_0722","Sus scrofa",0
"PadUp11_2_0722","Tachycineta bicolor",0
"PadUp11_2_0722","Lithobates catesbeianus",0
"PadUp11_2_0722","Canis lupus",0
"PadUp11_2_0722","Procyon lotor",0
"PadUp11_2_0722","Ondatra zibethicus",0
"PadUp11_2_0722","Anaxyrus boreas",0
"PadUp11_2_0722","Phalacrocorax auritus",0
"PadUp11_2_0722","Aix sponsa",0
"PadUp11_2_0722","Lynx rufus",0
"PadUp11_2_0722","Rattus rattus",0
"PadUp11_2_0722","Poecile atricapillus",0
"PadUp11_3_0722","Oncorhynchus kisutch",20487
"PadUp11_3_0722","Oncorhynchus clarkii",1187
"PadUp11_3_0722","Cottus asper",6372
"PadUp11_3_0722","Oncorhynchus mykiss",3680
"PadUp11_3_0722","Perca flavescens",0
"PadUp11_3_0722","Lampetra ayresii",0
"PadUp11_3_0722","Pimephales promelas",0
"PadUp11_3_0722","Osphranter rufus",0
"PadUp11_3_0722","Bos taurus",0
"PadUp11_3_0722","Ameiurus nebulosus",0
"PadUp11_3_0722","Turdus migratorius",0
"PadUp11_3_0722","Corvus corax",0
"PadUp11_3_0722","Dicamptodon tenebrosus",0
"PadUp11_3_0722","Lepomis gibbosus",1351
"PadUp11_3_0722","Oncorhynchus nerka",0
"PadUp11_3_0722","Micropterus salmoides",0
"PadUp11_3_0722","Rana catesbeiana",0
"PadUp11_3_0722","Gasterosteus aculeatus",0
"PadUp11_3_0722","Alburnus alburnus",818
"PadUp11_3_0722","Regulus calendula",0
"PadUp11_3_0722","Castor canadensis",0
"PadUp11_3_0722","Homo sapiens",0
"PadUp11_3_0722","Didelphis virginiana",0
"PadUp11_3_0722","Melospiza melodia",0
"PadUp11_3_0722","Cottus marginatus",0
"PadUp11_3_0722","Scapanus orarius",0
"PadUp11_3_0722","Sus scrofa",0
"PadUp11_3_0722","Tachycineta bicolor",0
"PadUp11_3_0722","Lithobates catesbeianus",0
"PadUp11_3_0722","Canis lupus",0
"PadUp11_3_0722","Procyon lotor",0
"PadUp11_3_0722","Ondatra zibethicus",0
"PadUp11_3_0722","Anaxyrus boreas",0
"PadUp11_3_0722","Phalacrocorax auritus",0
"PadUp11_3_0722","Aix sponsa",0
"PadUp11_3_0722","Lynx rufus",0
"PadUp11_3_0722","Rattus rattus",0
"PadUp11_3_0722","Poecile atricapillus",0
"PadUp5_2_0722","Oncorhynchus kisutch",1071
"PadUp5_2_0722","Oncorhynchus clarkii",464
"PadUp5_2_0722","Cottus asper",2162
"PadUp5_2_0722","Oncorhynchus mykiss",15369
"PadUp5_2_0722","Perca flavescens",0
"PadUp5_2_0722","Lampetra ayresii",0
"PadUp5_2_0722","Pimephales promelas",0
"PadUp5_2_0722","Osphranter rufus",0
"PadUp5_2_0722","Bos taurus",0
"PadUp5_2_0722","Ameiurus nebulosus",0
"PadUp5_2_0722","Turdus migratorius",619
"PadUp5_2_0722","Corvus corax",2997
"PadUp5_2_0722","Dicamptodon tenebrosus",0
"PadUp5_2_0722","Lepomis gibbosus",0
"PadUp5_2_0722","Oncorhynchus nerka",0
"PadUp5_2_0722","Micropterus salmoides",0
"PadUp5_2_0722","Rana catesbeiana",0
"PadUp5_2_0722","Gasterosteus aculeatus",0
"PadUp5_2_0722","Alburnus alburnus",0
"PadUp5_2_0722","Regulus calendula",0
"PadUp5_2_0722","Castor canadensis",0
"PadUp5_2_0722","Homo sapiens",60
"PadUp5_2_0722","Didelphis virginiana",0
"PadUp5_2_0722","Melospiza melodia",0
"PadUp5_2_0722","Cottus marginatus",0
"PadUp5_2_0722","Scapanus orarius",0
"PadUp5_2_0722","Sus scrofa",0
"PadUp5_2_0722","Tachycineta bicolor",0
"PadUp5_2_0722","Lithobates catesbeianus",0
"PadUp5_2_0722","Canis lupus",0
"PadUp5_2_0722","Procyon lotor",0
"PadUp5_2_0722","Ondatra zibethicus",0
"PadUp5_2_0722","Anaxyrus boreas",0
"PadUp5_2_0722","Phalacrocorax auritus",0
"PadUp5_2_0722","Aix sponsa",0
"PadUp5_2_0722","Lynx rufus",0
"PadUp5_2_0722","Rattus rattus",0
"PadUp5_2_0722","Poecile atricapillus",0
"PadUp5_3_0722","Oncorhynchus kisutch",0
"PadUp5_3_0722","Oncorhynchus clarkii",0
"PadUp5_3_0722","Cottus asper",7318
"PadUp5_3_0722","Oncorhynchus mykiss",26387
"PadUp5_3_0722","Perca flavescens",0
"PadUp5_3_0722","Lampetra ayresii",0
"PadUp5_3_0722","Pimephales promelas",0
"PadUp5_3_0722","Osphranter rufus",0
"PadUp5_3_0722","Bos taurus",0
"PadUp5_3_0722","Ameiurus nebulosus",0
"PadUp5_3_0722","Turdus migratorius",0
"PadUp5_3_0722","Corvus corax",11975
"PadUp5_3_0722","Dicamptodon tenebrosus",0
"PadUp5_3_0722","Lepomis gibbosus",0
"PadUp5_3_0722","Oncorhynchus nerka",0
"PadUp5_3_0722","Micropterus salmoides",0
"PadUp5_3_0722","Rana catesbeiana",0
"PadUp5_3_0722","Gasterosteus aculeatus",0
"PadUp5_3_0722","Alburnus alburnus",0
"PadUp5_3_0722","Regulus calendula",0
"PadUp5_3_0722","Castor canadensis",0
"PadUp5_3_0722","Homo sapiens",56
"PadUp5_3_0722","Didelphis virginiana",0
"PadUp5_3_0722","Melospiza melodia",0
"PadUp5_3_0722","Cottus marginatus",0
"PadUp5_3_0722","Scapanus orarius",0
"PadUp5_3_0722","Sus scrofa",0
"PadUp5_3_0722","Tachycineta bicolor",0
"PadUp5_3_0722","Lithobates catesbeianus",0
"PadUp5_3_0722","Canis lupus",0
"PadUp5_3_0722","Procyon lotor",0
"PadUp5_3_0722","Ondatra zibethicus",0
"PadUp5_3_0722","Anaxyrus boreas",0
"PadUp5_3_0722","Phalacrocorax auritus",0
"PadUp5_3_0722","Aix sponsa",0
"PadUp5_3_0722","Lynx rufus",0
"PadUp5_3_0722","Rattus rattus",0
"PadUp5_3_0722","Poecile atricapillus",0
"PrtUp1_0722","Oncorhynchus kisutch",25757
"PrtUp1_0722","Oncorhynchus clarkii",19043
"PrtUp1_0722","Cottus asper",0
"PrtUp1_0722","Oncorhynchus mykiss",0
"PrtUp1_0722","Perca flavescens",0
"PrtUp1_0722","Lampetra ayresii",0
"PrtUp1_0722","Pimephales promelas",0
"PrtUp1_0722","Osphranter rufus",0
"PrtUp1_0722","Bos taurus",0
"PrtUp1_0722","Ameiurus nebulosus",0
"PrtUp1_0722","Turdus migratorius",0
"PrtUp1_0722","Corvus corax",0
"PrtUp1_0722","Dicamptodon tenebrosus",0
"PrtUp1_0722","Lepomis gibbosus",0
"PrtUp1_0722","Oncorhynchus nerka",0
"PrtUp1_0722","Micropterus salmoides",0
"PrtUp1_0722","Rana catesbeiana",0
"PrtUp1_0722","Gasterosteus aculeatus",0
"PrtUp1_0722","Alburnus alburnus",0
"PrtUp1_0722","Regulus calendula",0
"PrtUp1_0722","Castor canadensis",0
"PrtUp1_0722","Homo sapiens",0
"PrtUp1_0722","Didelphis virginiana",918
"PrtUp1_0722","Melospiza melodia",0
"PrtUp1_0722","Cottus marginatus",0
"PrtUp1_0722","Scapanus orarius",0
"PrtUp1_0722","Sus scrofa",0
"PrtUp1_0722","Tachycineta bicolor",0
"PrtUp1_0722","Lithobates catesbeianus",0
"PrtUp1_0722","Canis lupus",0
"PrtUp1_0722","Procyon lotor",0
"PrtUp1_0722","Ondatra zibethicus",0
"PrtUp1_0722","Anaxyrus boreas",0
"PrtUp1_0722","Phalacrocorax auritus",0
"PrtUp1_0722","Aix sponsa",0
"PrtUp1_0722","Lynx rufus",0
"PrtUp1_0722","Rattus rattus",0
"PrtUp1_0722","Poecile atricapillus",0
"PrtUp2_0722","Oncorhynchus kisutch",51147
"PrtUp2_0722","Oncorhynchus clarkii",35701
"PrtUp2_0722","Cottus asper",0
"PrtUp2_0722","Oncorhynchus mykiss",0
"PrtUp2_0722","Perca flavescens",0
"PrtUp2_0722","Lampetra ayresii",8798
"PrtUp2_0722","Pimephales promelas",0
"PrtUp2_0722","Osphranter rufus",0
"PrtUp2_0722","Bos taurus",0
"PrtUp2_0722","Ameiurus nebulosus",0
"PrtUp2_0722","Turdus migratorius",431
"PrtUp2_0722","Corvus corax",0
"PrtUp2_0722","Dicamptodon tenebrosus",0
"PrtUp2_0722","Lepomis gibbosus",0
"PrtUp2_0722","Oncorhynchus nerka",0
"PrtUp2_0722","Micropterus salmoides",0
"PrtUp2_0722","Rana catesbeiana",0
"PrtUp2_0722","Gasterosteus aculeatus",0
"PrtUp2_0722","Alburnus alburnus",0
"PrtUp2_0722","Regulus calendula",0
"PrtUp2_0722","Castor canadensis",0
"PrtUp2_0722","Homo sapiens",0
"PrtUp2_0722","Didelphis virginiana",0
"PrtUp2_0722","Melospiza melodia",0
"PrtUp2_0722","Cottus marginatus",0
"PrtUp2_0722","Scapanus orarius",0
"PrtUp2_0722","Sus scrofa",16
"PrtUp2_0722","Tachycineta bicolor",0
"PrtUp2_0722","Lithobates catesbeianus",0
"PrtUp2_0722","Canis lupus",0
"PrtUp2_0722","Procyon lotor",51
"PrtUp2_0722","Ondatra zibethicus",0
"PrtUp2_0722","Anaxyrus boreas",0
"PrtUp2_0722","Phalacrocorax auritus",0
"PrtUp2_0722","Aix sponsa",0
"PrtUp2_0722","Lynx rufus",0
"PrtUp2_0722","Rattus rattus",0
"PrtUp2_0722","Poecile atricapillus",0
"PrtUp3_0722","Oncorhynchus kisutch",32970
"PrtUp3_0722","Oncorhynchus clarkii",24635
"PrtUp3_0722","Cottus asper",0
"PrtUp3_0722","Oncorhynchus mykiss",0
"PrtUp3_0722","Perca flavescens",0
"PrtUp3_0722","Lampetra ayresii",4250
"PrtUp3_0722","Pimephales promelas",0
"PrtUp3_0722","Osphranter rufus",0
"PrtUp3_0722","Bos taurus",0
"PrtUp3_0722","Ameiurus nebulosus",0
"PrtUp3_0722","Turdus migratorius",1067
"PrtUp3_0722","Corvus corax",0
"PrtUp3_0722","Dicamptodon tenebrosus",0
"PrtUp3_0722","Lepomis gibbosus",0
"PrtUp3_0722","Oncorhynchus nerka",0
"PrtUp3_0722","Micropterus salmoides",0
"PrtUp3_0722","Rana catesbeiana",0
"PrtUp3_0722","Gasterosteus aculeatus",0
"PrtUp3_0722","Alburnus alburnus",0
"PrtUp3_0722","Regulus calendula",0
"PrtUp3_0722","Castor canadensis",0
"PrtUp3_0722","Homo sapiens",0
"PrtUp3_0722","Didelphis virginiana",0
"PrtUp3_0722","Melospiza melodia",0
"PrtUp3_0722","Cottus marginatus",0
"PrtUp3_0722","Scapanus orarius",0
"PrtUp3_0722","Sus scrofa",0
"PrtUp3_0722","Tachycineta bicolor",0
"PrtUp3_0722","Lithobates catesbeianus",0
"PrtUp3_0722","Canis lupus",0
"PrtUp3_0722","Procyon lotor",41
"PrtUp3_0722","Ondatra zibethicus",0
"PrtUp3_0722","Anaxyrus boreas",0
"PrtUp3_0722","Phalacrocorax auritus",0
"PrtUp3_0722","Aix sponsa",0
"PrtUp3_0722","Lynx rufus",0
"PrtUp3_0722","Rattus rattus",0
"PrtUp3_0722","Poecile atricapillus",0
"SqmDn2_0722","Oncorhynchus kisutch",57524
"SqmDn2_0722","Oncorhynchus clarkii",53106
"SqmDn2_0722","Cottus asper",0
"SqmDn2_0722","Oncorhynchus mykiss",0
"SqmDn2_0722","Perca flavescens",0
"SqmDn2_0722","Lampetra ayresii",4857
"SqmDn2_0722","Pimephales promelas",641
"SqmDn2_0722","Osphranter rufus",0
"SqmDn2_0722","Bos taurus",0
"SqmDn2_0722","Ameiurus nebulosus",204
"SqmDn2_0722","Turdus migratorius",282
"SqmDn2_0722","Corvus corax",0
"SqmDn2_0722","Dicamptodon tenebrosus",424
"SqmDn2_0722","Lepomis gibbosus",0
"SqmDn2_0722","Oncorhynchus nerka",0
"SqmDn2_0722","Micropterus salmoides",0
"SqmDn2_0722","Rana catesbeiana",4
"SqmDn2_0722","Gasterosteus aculeatus",0
"SqmDn2_0722","Alburnus alburnus",0
"SqmDn2_0722","Regulus calendula",0
"SqmDn2_0722","Castor canadensis",0
"SqmDn2_0722","Homo sapiens",0
"SqmDn2_0722","Didelphis virginiana",0
"SqmDn2_0722","Melospiza melodia",0
"SqmDn2_0722","Cottus marginatus",0
"SqmDn2_0722","Scapanus orarius",0
"SqmDn2_0722","Sus scrofa",0
"SqmDn2_0722","Tachycineta bicolor",0
"SqmDn2_0722","Lithobates catesbeianus",0
"SqmDn2_0722","Canis lupus",0
"SqmDn2_0722","Procyon lotor",0
"SqmDn2_0722","Ondatra zibethicus",0
"SqmDn2_0722","Anaxyrus boreas",0
"SqmDn2_0722","Phalacrocorax auritus",0
"SqmDn2_0722","Aix sponsa",0
"SqmDn2_0722","Lynx rufus",0
"SqmDn2_0722","Rattus rattus",0
"SqmDn2_0722","Poecile atricapillus",0
"SqmDn3_0722","Oncorhynchus kisutch",45197
"SqmDn3_0722","Oncorhynchus clarkii",41570
"SqmDn3_0722","Cottus asper",0
"SqmDn3_0722","Oncorhynchus mykiss",0
"SqmDn3_0722","Perca flavescens",0
"SqmDn3_0722","Lampetra ayresii",2796
"SqmDn3_0722","Pimephales promelas",109
"SqmDn3_0722","Osphranter rufus",0
"SqmDn3_0722","Bos taurus",31
"SqmDn3_0722","Ameiurus nebulosus",712
"SqmDn3_0722","Turdus migratorius",275
"SqmDn3_0722","Corvus corax",0
"SqmDn3_0722","Dicamptodon tenebrosus",825
"SqmDn3_0722","Lepomis gibbosus",0
"SqmDn3_0722","Oncorhynchus nerka",0
"SqmDn3_0722","Micropterus salmoides",0
"SqmDn3_0722","Rana catesbeiana",82
"SqmDn3_0722","Gasterosteus aculeatus",0
"SqmDn3_0722","Alburnus alburnus",0
"SqmDn3_0722","Regulus calendula",0
"SqmDn3_0722","Castor canadensis",0
"SqmDn3_0722","Homo sapiens",0
"SqmDn3_0722","Didelphis virginiana",0
"SqmDn3_0722","Melospiza melodia",0
"SqmDn3_0722","Cottus marginatus",0
"SqmDn3_0722","Scapanus orarius",0
"SqmDn3_0722","Sus scrofa",0
"SqmDn3_0722","Tachycineta bicolor",0
"SqmDn3_0722","Lithobates catesbeianus",0
"SqmDn3_0722","Canis lupus",0
"SqmDn3_0722","Procyon lotor",0
"SqmDn3_0722","Ondatra zibethicus",0
"SqmDn3_0722","Anaxyrus boreas",0
"SqmDn3_0722","Phalacrocorax auritus",0
"SqmDn3_0722","Aix sponsa",0
"SqmDn3_0722","Lynx rufus",0
"SqmDn3_0722","Rattus rattus",0
"SqmDn3_0722","Poecile atricapillus",0
"SqmUp2_0722","Oncorhynchus kisutch",15637
"SqmUp2_0722","Oncorhynchus clarkii",56793
"SqmUp2_0722","Cottus asper",0
"SqmUp2_0722","Oncorhynchus mykiss",0
"SqmUp2_0722","Perca flavescens",0
"SqmUp2_0722","Lampetra ayresii",18805
"SqmUp2_0722","Pimephales promelas",0
"SqmUp2_0722","Osphranter rufus",0
"SqmUp2_0722","Bos taurus",0
"SqmUp2_0722","Ameiurus nebulosus",2524
"SqmUp2_0722","Turdus migratorius",0
"SqmUp2_0722","Corvus corax",0
"SqmUp2_0722","Dicamptodon tenebrosus",0
"SqmUp2_0722","Lepomis gibbosus",0
"SqmUp2_0722","Oncorhynchus nerka",0
"SqmUp2_0722","Micropterus salmoides",0
"SqmUp2_0722","Rana catesbeiana",0
"SqmUp2_0722","Gasterosteus aculeatus",0
