# ReportTitle: Squalicum Creek Computed Discharge (cfs),,,
# Time-series Label: Computed Discharge Squalicum Creek,,,
# Location: West Street,,,
# UTC offset: (UTC-08:00) i.e. PST,,,
# Value units: ft^3/s,,,
# Value parameter: Discharge,,,
Data Source: City of Bellingham / Public Works / Operations / Plants / Laboratory,,,
Station Location:,"Lat/Lon hddd° mm' ss.s"" (NAD83)",,
1/21/2021 11:45,39.1,,
1/21/2021 12:00,39.5,,
1/21/2021 12:15,38.4,,
1/21/2021 12:30,38.5,,
1/21/2021 12:45,38.3,,
1/21/2021 13:00,39.3,,
1/21/2021 13:15,39.1,,
1/21/2021 13:30,39.1,,
1/21/2021 13:45,39.2,,
1/21/2021 14:00,39.3,,
1/21/2021 14:15,38.9,,
1/21/2021 14:30,38.8,,
1/21/2021 14:45,39.1,,
1/21/2021 15:00,39.0,,
1/21/2021 15:15,38.6,,
1/21/2021 15:30,39.7,,
1/21/2021 15:45,38.9,,
1/21/2021 16:00,38.7,,
1/21/2021 16:15,38.8,,
1/21/2021 16:30,39.9,,
1/21/2021 16:45,39.9,,
1/21/2021 17:00,39.4,,
1/21/2021 17:15,38.7,,
1/21/2021 17:30,38.8,,
1/21/2021 17:45,38.8,,
1/21/2021 18:00,38.5,,
1/21/2021 18:15,38.5,,
1/21/2021 18:30,38.5,,
1/21/2021 18:45,38.3,,
1/21/2021 19:00,38.1,,
1/21/2021 19:15,38.2,,
1/21/2021 19:30,38.5,,
1/21/2021 19:45,38.6,,
1/21/2021 20:00,38.3,,
1/21/2021 20:15,38.2,,
1/21/2021 20:30,38.3,,
1/21/2021 20:45,38.2,,
1/21/2021 21:00,37.7,,
1/21/2021 21:15,38.3,,
1/21/2021 21:30,38.3,,
1/21/2021 21:45,37.5,,
1/21/2021 22:00,37.8,,
1/21/2021 22:15,38.2,,
1/21/2021 22:30,38.1,,
1/21/2021 22:45,38.2,,
1/21/2021 23:00,37.9,,
1/21/2021 23:15,37.6,,
1/21/2021 23:30,37.8,,
1/21/2021 23:45,37.8,,
1/22/2021 0:00,37.9,,
1/22/2021 0:15,37.8,,
1/22/2021 0:30,37.6,,
1/22/2021 0:45,37.3,,
1/22/2021 1:00,37.1,,
1/22/2021 1:15,36.9,,
1/22/2021 1:30,36.9,,
1/22/2021 1:45,37.0,,
1/22/2021 2:00,37.4,,
1/22/2021 2:15,36.8,,
1/22/2021 2:30,37.2,,
1/22/2021 2:45,37.2,,
1/22/2021 3:00,37.0,,
1/22/2021 3:15,37.2,,
1/22/2021 3:30,36.9,,
1/22/2021 3:45,36.6,,
1/22/2021 4:00,36.7,,
1/22/2021 4:15,36.1,,
1/22/2021 4:30,36.7,,
1/22/2021 4:45,36.8,,
1/22/2021 5:00,36.5,,
1/22/2021 5:15,36.6,,
1/22/2021 5:30,36.9,,
1/22/2021 5:45,36.8,,
1/22/2021 6:00,36.8,,
1/22/2021 6:15,37.0,,
1/22/2021 6:30,36.4,,
1/22/2021 6:45,36.6,,
1/22/2021 7:00,36.0,,
1/22/2021 7:15,35.7,,
1/22/2021 7:30,36.4,,
1/22/2021 7:45,36.1,,
1/22/2021 8:00,36.8,,
1/22/2021 8:15,36.5,,
1/22/2021 8:30,36.5,,
1/22/2021 8:45,36.3,,
1/22/2021 9:00,36.1,,
1/22/2021 9:15,36.0,,
1/22/2021 9:30,36.3,,
1/22/2021 9:45,35.9,,
1/22/2021 10:00,36.1,,
1/22/2021 10:15,36.2,,
1/22/2021 10:30,35.4,,
1/22/2021 10:45,36.0,,
1/22/2021 11:00,35.7,,
1/22/2021 11:15,36.0,,
1/22/2021 11:30,35.6,,
1/22/2021 11:45,35.7,,
1/22/2021 12:00,35.6,,
1/22/2021 12:15,35.2,,
1/22/2021 12:30,35.5,,
1/22/2021 12:45,35.7,,
1/22/2021 13:00,35.7,,
1/22/2021 13:15,36.0,,
1/22/2021 13:30,35.9,,
1/22/2021 13:45,35.7,,
1/22/2021 14:00,35.5,,
1/22/2021 14:15,35.5,,
1/22/2021 14:30,35.4,,
1/22/2021 14:45,35.1,,
1/22/2021 15:00,35.3,,
1/22/2021 15:15,35.0,,
1/22/2021 15:30,35.0,,
1/22/2021 15:45,35.0,,
1/22/2021 16:00,34.8,,
1/22/2021 16:15,34.7,,
1/22/2021 16:30,34.8,,
1/22/2021 16:45,34.7,,
1/22/2021 17:00,35.0,,
1/22/2021 17:15,35.0,,
1/22/2021 17:30,34.9,,
1/22/2021 17:45,34.7,,
1/22/2021 18:00,34.9,,
1/22/2021 18:15,34.5,,
1/22/2021 18:30,35.0,,
1/22/2021 18:45,34.8,,
1/22/2021 19:00,34.3,,
1/22/2021 19:15,34.6,,
1/22/2021 19:30,34.2,,
1/22/2021 19:45,34.3,,
1/22/2021 20:00,34.7,,
1/22/2021 20:15,34.8,,
1/22/2021 20:30,35.2,,
1/22/2021 20:45,34.5,,
1/22/2021 21:00,34.3,,
1/22/2021 21:15,34.5,,
1/22/2021 21:30,34.6,,
1/22/2021 21:45,33.9,,
1/22/2021 22:00,33.8,,
1/22/2021 22:15,34.1,,
1/22/2021 22:30,33.8,,
1/22/2021 22:45,34.0,,
1/22/2021 23:00,34.4,,
1/22/2021 23:15,33.7,,
1/22/2021 23:30,34.7,,
1/22/2021 23:45,34.1,,
1/23/2021 0:00,34.5,,
1/23/2021 0:15,33.2,,
1/23/2021 0:30,33.4,,
1/23/2021 0:45,33.9,,
1/23/2021 1:00,33.2,,
1/23/2021 1:15,33.5,,
1/23/2021 1:30,33.5,,
1/23/2021 1:45,33.5,,
1/23/2021 2:00,33.4,,
1/23/2021 2:15,33.4,,
1/23/2021 2:30,33.8,,
1/23/2021 2:45,33.3,,
1/23/2021 3:00,33.1,,
1/23/2021 3:15,33.3,,
1/23/2021 3:30,32.9,,
1/23/2021 3:45,33.3,,
1/23/2021 4:00,33.7,,
1/23/2021 4:15,32.9,,
1/23/2021 4:30,33.4,,
1/23/2021 4:45,32.9,,
1/23/2021 5:00,32.6,,
1/23/2021 5:15,33.3,,
1/23/2021 5:30,33.3,,
1/23/2021 5:45,32.7,,
1/23/2021 6:00,33.5,,
1/23/2021 6:15,33.5,,
1/23/2021 6:30,32.3,,
1/23/2021 6:45,33.2,,
1/23/2021 7:00,32.5,,
1/23/2021 7:15,33.0,,
1/23/2021 7:30,32.7,,
1/23/2021 7:45,32.7,,
1/23/2021 8:00,32.7,,
1/23/2021 8:15,32.4,,
1/23/2021 8:30,32.7,,
1/23/2021 8:45,32.9,,
1/23/2021 9:00,32.5,,
1/23/2021 9:15,32.9,,
1/23/2021 9:30,31.6,,
1/23/2021 9:45,32.3,,
1/23/2021 10:00,32.1,,
1/23/2021 10:15,31.4,,
1/23/2021 10:30,31.7,,
1/23/2021 10:45,31.9,,
1/23/2021 11:00,31.4,,
1/23/2021 11:15,32.2,,
1/23/2021 11:30,32.4,,
1/23/2021 11:45,31.9,,
1/23/2021 12:00,31.6,,
1/23/2021 12:15,32.0,,
1/23/2021 12:30,31.4,,
1/23/2021 12:45,32.2,,
1/23/2021 13:00,31.7,,
1/23/2021 13:15,31.9,,
1/23/2021 13:30,31.1,,
1/23/2021 13:45,32.7,,
1/23/2021 14:00,31.6,,
1/23/2021 14:15,31.8,,
1/23/2021 14:30,31.9,,
1/23/2021 14:45,31.5,,
1/23/2021 15:00,31.9,,
1/23/2021 15:15,32.3,,
1/23/2021 15:30,32.3,,
1/23/2021 15:45,31.3,,
1/23/2021 16:00,31.1,,
1/23/2021 16:15,31.8,,
1/23/2021 16:30,31.4,,
1/23/2021 16:45,31.2,,
1/23/2021 17:00,31.5,,
1/23/2021 17:15,31.4,,
1/23/2021 17:30,31.2,,
1/23/2021 17:45,31.1,,
1/23/2021 18:00,31.1,,
1/23/2021 18:15,31.0,,
1/23/2021 18:30,31.2,,
1/23/2021 18:45,30.9,,
1/23/2021 19:00,30.6,,
1/23/2021 19:15,30.8,,
1/23/2021 19:30,31.2,,
1/23/2021 19:45,31.0,,
1/23/2021 20:00,30.8,,
1/23/2021 20:15,31.7,,
1/23/2021 20:30,30.8,,
1/23/2021 20:45,31.3,,
1/23/2021 21:00,30.7,,
1/23/2021 21:15,31.3,,
1/23/2021 21:30,31.2,,
1/23/2021 21:45,31.3,,
1/23/2021 22:00,31.0,,
1/23/2021 22:15,30.8,,
1/23/2021 22:30,31.1,,
1/23/2021 22:45,30.6,,
1/23/2021 23:00,30.7,,
1/23/2021 23:15,31.1,,
1/23/2021 23:30,30.5,,
1/23/2021 23:45,31.4,,
1/24/2021 0:00,31.8,,
1/24/2021 0:15,30.7,,
1/24/2021 0:30,30.8,,
1/24/2021 0:45,31.3,,
1/24/2021 1:00,30.7,,
1/24/2021 1:15,30.5,,
1/24/2021 1:30,30.3,,
1/24/2021 1:45,30.7,,
1/24/2021 2:00,30.7,,
1/24/2021 2:15,30.5,,
1/24/2021 2:30,31.1,,
1/24/2021 2:45,30.5,,
1/24/2021 3:00,30.8,,
1/24/2021 3:15,30.8,,
1/24/2021 3:30,31.2,,
1/24/2021 3:45,30.8,,
1/24/2021 4:00,31.1,,
1/24/2021 4:15,31.7,,
1/24/2021 4:30,31.1,,
1/24/2021 4:45,30.5,,
1/24/2021 5:00,30.8,,
1/24/2021 5:15,30.7,,
1/24/2021 5:30,30.6,,
1/24/2021 5:45,31.1,,
1/24/2021 6:00,30.7,,
1/24/2021 6:15,30.5,,
1/24/2021 6:30,31.0,,
1/24/2021 6:45,30.6,,
1/24/2021 7:00,30.7,,
1/24/2021 7:15,31.3,,
1/24/2021 7:30,30.8,,
1/24/2021 7:45,30.7,,
1/24/2021 8:00,31.0,,
1/24/2021 8:15,31.1,,
1/24/2021 8:30,31.2,,
1/24/2021 8:45,30.6,,
1/24/2021 9:00,30.9,,
1/24/2021 9:15,31.7,,
1/24/2021 9:30,30.6,,
1/24/2021 9:45,30.8,,
1/24/2021 10:00,31.0,,
1/24/2021 10:15,31.5,,
1/24/2021 10:30,31.2,,
1/24/2021 10:45,31.1,,
1/24/2021 11:00,31.2,,
1/24/2021 11:15,31.4,,
1/24/2021 11:30,31.6,,
1/24/2021 11:45,31.1,,
1/24/2021 12:00,31.5,,
1/24/2021 12:15,31.5,,
1/24/2021 12:30,31.9,,
1/24/2021 12:45,31.5,,
1/24/2021 13:00,31.3,,
1/24/2021 13:15,31.6,,
1/24/2021 13:30,32.1,,
1/24/2021 13:45,32.1,,
1/24/2021 14:00,32.6,,
1/24/2021 14:15,33.5,,
1/24/2021 14:30,33.7,,
1/24/2021 14:45,33.4,,
1/24/2021 15:00,33.7,,
1/24/2021 15:15,34.6,,
1/24/2021 15:30,35.2,,
1/24/2021 15:45,37.8,,
1/24/2021 16:00,38.9,,
1/24/2021 16:15,38.6,,
1/24/2021 16:30,37.9,,
1/24/2021 16:45,38.2,,
1/24/2021 17:00,38.6,,
1/24/2021 17:15,38.7,,
1/24/2021 17:30,38.3,,
1/24/2021 17:45,38.5,,
1/24/2021 18:00,38.2,,
1/24/2021 18:15,38.8,,
1/24/2021 18:30,38.8,,
1/24/2021 18:45,38.2,,
1/24/2021 19:00,38.5,,
1/24/2021 19:15,38.9,,
1/24/2021 19:30,39.4,,
1/24/2021 19:45,40.4,,
1/24/2021 20:00,41.3,,
1/24/2021 20:15,42.1,,
1/24/2021 20:30,42.5,,
1/24/2021 20:45,42.5,,
1/24/2021 21:00,43.4,,
1/24/2021 21:15,44.2,,
1/24/2021 21:30,44.4,,
1/24/2021 21:45,43.4,,
1/24/2021 22:00,44.8,,
1/24/2021 22:15,44.0,,
1/24/2021 22:30,45.3,,
1/24/2021 22:45,45.5,,
1/24/2021 23:00,44.4,,
1/24/2021 23:15,44.6,,
1/24/2021 23:30,43.6,,
1/24/2021 23:45,44.2,,
1/25/2021 0:00,44.8,,
1/25/2021 0:15,44.8,,
1/25/2021 0:30,46.7,,
1/25/2021 0:45,48.2,,
1/25/2021 1:00,50.1,,
1/25/2021 1:15,52.7,,
1/25/2021 1:30,53.7,,
1/25/2021 1:45,56.7,,
1/25/2021 2:00,56.7,,
1/25/2021 2:15,55.6,,
1/25/2021 2:30,53.6,,
1/25/2021 2:45,51.8,,
1/25/2021 3:00,51.9,,
1/25/2021 3:15,50.4,,
1/25/2021 3:30,50.5,,
1/25/2021 3:45,50.0,,
1/25/2021 4:00,48.9,,
1/25/2021 4:15,48.9,,
1/25/2021 4:30,48.6,,
1/25/2021 4:45,48.9,,
1/25/2021 5:00,48.1,,
1/25/2021 5:15,48.9,,
1/25/2021 5:30,49.0,,
1/25/2021 5:45,49.2,,
1/25/2021 6:00,49.2,,
1/25/2021 6:15,48.4,,
1/25/2021 6:30,49.0,,
1/25/2021 6:45,49.9,,
1/25/2021 7:00,50.4,,
1/25/2021 7:15,50.2,,
1/25/2021 7:30,50.6,,
1/25/2021 7:45,50.2,,
1/25/2021 8:00,51.5,,
1/25/2021 8:15,51.2,,
1/25/2021 8:30,50.7,,
1/25/2021 8:45,53.1,,
1/25/2021 9:00,52.7,,
1/25/2021 9:15,53.4,,
1/25/2021 9:30,53.5,,
1/25/2021 9:45,53.1,,
1/25/2021 10:00,52.8,,
1/25/2021 10:15,53.4,,
1/25/2021 10:30,52.3,,
1/25/2021 10:45,52.6,,
1/25/2021 11:00,55.1,,
1/25/2021 11:15,54.2,,
1/25/2021 11:30,55.1,,
1/25/2021 11:45,55.3,,
1/25/2021 12:00,55.4,,
1/25/2021 12:15,55.3,,
1/25/2021 12:30,54.8,,
1/25/2021 12:45,54.0,,
1/25/2021 13:00,54.5,,
1/25/2021 13:15,54.6,,
1/25/2021 13:30,55.7,,
1/25/2021 13:45,54.9,,
1/25/2021 14:00,53.1,,
1/25/2021 14:15,53.5,,
1/25/2021 14:30,53.3,,
1/25/2021 14:45,53.2,,
1/25/2021 15:00,53.9,,
1/25/2021 15:15,53.4,,
1/25/2021 15:30,53.8,,
1/25/2021 15:45,53.2,,
1/25/2021 16:00,54.0,,
1/25/2021 16:15,53.6,,
1/25/2021 16:30,53.8,,
1/25/2021 16:45,53.7,,
1/25/2021 17:00,53.5,,
1/25/2021 17:15,54.2,,
1/25/2021 17:30,54.3,,
1/25/2021 17:45,53.7,,
1/25/2021 18:00,54.1,,
1/25/2021 18:15,54.5,,
1/25/2021 18:30,54.1,,
1/25/2021 18:45,54.0,,
1/25/2021 19:00,54.5,,
1/25/2021 19:15,54.4,,
1/25/2021 19:30,54.8,,
1/25/2021 19:45,54.2,,
1/25/2021 20:00,53.7,,
1/25/2021 20:15,55.2,,
1/25/2021 20:30,55.1,,
1/25/2021 20:45,55.2,,
1/25/2021 21:00,55.1,,
1/25/2021 21:15,54.1,,
1/25/2021 21:30,54.8,,
1/25/2021 21:45,55.1,,
1/25/2021 22:00,53.8,,
1/25/2021 22:15,53.6,,
1/25/2021 22:30,54.0,,
1/25/2021 22:45,55.3,,
1/25/2021 23:00,53.8,,
1/25/2021 23:15,53.5,,
1/25/2021 23:30,54.9,,
1/25/2021 23:45,53.9,,
1/26/2021 0:00,54.2,,
1/26/2021 0:15,54.2,,
1/26/2021 0:30,53.2,,
1/26/2021 0:45,54.9,,
1/26/2021 1:00,54.6,,
1/26/2021 1:15,54.2,,
1/26/2021 1:30,53.6,,
1/26/2021 1:45,54.5,,
1/26/2021 2:00,54.7,,
1/26/2021 2:15,54.3,,
1/26/2021 2:30,55.5,,
1/26/2021 2:45,55.3,,
1/26/2021 3:00,56.3,,
1/26/2021 3:15,55.5,,
1/26/2021 3:30,54.8,,
1/26/2021 3:45,55.5,,
1/26/2021 4:00,54.2,,
1/26/2021 4:15,54.8,,
1/26/2021 4:30,53.8,,
1/26/2021 4:45,53.8,,
1/26/2021 5:00,55.0,,
1/26/2021 5:15,55.1,,
1/26/2021 5:30,53.7,,
1/26/2021 5:45,55.5,,
1/26/2021 6:00,54.3,,
1/26/2021 6:15,54.5,,
1/26/2021 6:30,53.3,,
1/26/2021 6:45,54.2,,
1/26/2021 7:00,54.0,,
1/26/2021 7:15,53.4,,
1/26/2021 7:30,52.4,,
1/26/2021 7:45,53.8,,
1/26/2021 8:00,53.1,,
1/26/2021 8:15,53.6,,
1/26/2021 8:30,53.9,,
1/26/2021 8:45,53.2,,
1/26/2021 9:00,53.2,,
1/26/2021 9:15,52.6,,
1/26/2021 9:30,53.2,,
1/26/2021 9:45,51.8,,
1/26/2021 10:00,52.4,,
1/26/2021 10:15,52.5,,
1/26/2021 10:30,52.1,,
1/26/2021 10:45,51.7,,
1/26/2021 11:00,52.1,,
1/26/2021 11:15,51.8,,
1/26/2021 11:30,52.9,,
1/26/2021 11:45,52.0,,
1/26/2021 12:00,52.8,,
1/26/2021 12:15,52.9,,
1/26/2021 12:30,51.5,,
1/26/2021 12:45,52.9,,
1/26/2021 13:00,51.5,,
1/26/2021 13:15,51.9,,
1/26/2021 13:30,52.0,,
1/26/2021 13:45,51.6,,
1/26/2021 14:00,51.0,,
1/26/2021 14:15,51.4,,
1/26/2021 14:30,51.1,,
1/26/2021 14:45,50.7,,
1/26/2021 15:00,51.3,,
1/26/2021 15:15,51.3,,
1/26/2021 15:30,50.2,,
1/26/2021 15:45,50.2,,
1/26/2021 16:00,50.3,,
1/26/2021 16:15,50.4,,
1/26/2021 16:30,49.3,,
1/26/2021 16:45,50.9,,
1/26/2021 17:00,49.6,,
1/26/2021 17:15,50.8,,
1/26/2021 17:30,50.0,,
1/26/2021 17:45,50.3,,
1/26/2021 18:00,50.6,,
1/26/2021 18:15,49.9,,
1/26/2021 18:30,48.9,,
1/26/2021 18:45,50.7,,
1/26/2021 19:00,49.4,,
1/26/2021 19:15,48.8,,
1/26/2021 19:30,50.1,,
1/26/2021 19:45,47.8,,
1/26/2021 20:00,48.8,,
1/26/2021 20:15,49.6,,
1/26/2021 20:30,48.0,,
1/26/2021 20:45,49.5,,
1/26/2021 21:00,48.2,,
1/26/2021 21:15,49.2,,
1/26/2021 21:30,48.4,,
1/26/2021 21:45,47.7,,
1/26/2021 22:00,48.0,,
1/26/2021 22:15,49.0,,
1/26/2021 22:30,47.6,,
1/26/2021 22:45,47.6,,
1/26/2021 23:00,47.6,,
1/26/2021 23:15,47.9,,
1/26/2021 23:30,47.5,,
1/26/2021 23:45,48.3,,
1/27/2021 0:00,48.2,,
1/27/2021 0:15,47.7,,
1/27/2021 0:30,46.8,,
1/27/2021 0:45,46.3,,
1/27/2021 1:00,47.6,,
1/27/2021 1:15,47.8,,
1/27/2021 1:30,48.1,,
1/27/2021 1:45,47.8,,
1/27/2021 2:00,46.2,,
1/27/2021 2:15,46.6,,
1/27/2021 2:30,47.2,,
1/27/2021 2:45,47.5,,
1/27/2021 3:00,47.2,,
1/27/2021 3:15,46.3,,
1/27/2021 3:30,47.1,,
1/27/2021 3:45,46.8,,
1/27/2021 4:00,46.5,,
1/27/2021 4:15,47.5,,
1/27/2021 4:30,45.8,,
1/27/2021 4:45,45.6,,
1/27/2021 5:00,46.2,,
1/27/2021 5:15,46.4,,
1/27/2021 5:30,46.9,,
1/27/2021 5:45,46.2,,
1/27/2021 6:00,45.6,,
1/27/2021 6:15,45.7,,
1/27/2021 6:30,45.7,,
1/27/2021 6:45,45.5,,
1/27/2021 7:00,45.4,,
1/27/2021 7:15,45.4,,
1/27/2021 7:30,46.0,,
1/27/2021 7:45,45.6,,
1/27/2021 8:00,45.4,,
1/27/2021 8:15,45.8,,
1/27/2021 8:30,44.5,,
1/27/2021 8:45,45.6,,
1/27/2021 9:00,46.6,,
1/27/2021 9:15,47.7,,
1/27/2021 9:30,48.0,,
1/27/2021 9:45,48.5,,
1/27/2021 10:00,48.4,,
1/27/2021 10:15,50.1,,
1/27/2021 10:30,51.3,,
1/27/2021 10:45,51.6,,
1/27/2021 11:00,50.9,,
1/27/2021 11:15,51.8,,
1/27/2021 11:30,50.5,,
1/27/2021 11:45,50.8,,
1/27/2021 12:00,51.3,,
1/27/2021 12:15,50.7,,
1/27/2021 12:30,49.9,,
1/27/2021 12:45,49.4,,
1/27/2021 13:00,49.2,,
1/27/2021 13:15,48.3,,
1/27/2021 13:30,47.1,,
1/27/2021 13:45,47.9,,
1/27/2021 14:00,47.2,,
1/27/2021 14:15,46.8,,
1/27/2021 14:30,47.8,,
1/27/2021 14:45,46.0,,
1/27/2021 15:00,47.4,,
1/27/2021 15:15,48.2,,
1/27/2021 15:30,47.7,,
1/27/2021 15:45,46.1,,
1/27/2021 16:00,47.1,,
1/27/2021 16:15,46.6,,
1/27/2021 16:30,46.2,,
1/27/2021 16:45,47.3,,
1/27/2021 17:00,47.6,,
1/27/2021 17:15,46.8,,
1/27/2021 17:30,46.2,,
1/27/2021 17:45,48.0,,
1/27/2021 18:00,47.7,,
1/27/2021 18:15,47.5,,
1/27/2021 18:30,47.2,,
1/27/2021 18:45,46.3,,
1/27/2021 19:00,47.8,,
1/27/2021 19:15,48.2,,
1/27/2021 19:30,48.1,,
1/27/2021 19:45,47.8,,
1/27/2021 20:00,47.2,,
1/27/2021 20:15,48.1,,
1/27/2021 20:30,48.5,,
1/27/2021 20:45,46.7,,
1/27/2021 21:00,47.8,,
1/27/2021 21:15,47.1,,
1/27/2021 21:30,47.4,,
1/27/2021 21:45,46.8,,
1/27/2021 22:00,47.9,,
1/27/2021 22:15,47.7,,
1/27/2021 22:30,47.0,,
1/27/2021 22:45,47.0,,
1/27/2021 23:00,47.5,,
1/27/2021 23:15,47.3,,
1/27/2021 23:30,47.5,,
1/27/2021 23:45,46.3,,
1/28/2021 0:00,47.8,,
1/28/2021 0:15,46.2,,
1/28/2021 0:30,46.4,,
1/28/2021 0:45,47.7,,
1/28/2021 1:00,46.9,,
1/28/2021 1:15,48.2,,
1/28/2021 1:30,47.2,,
1/28/2021 1:45,47.1,,
1/28/2021 2:00,48.3,,
1/28/2021 2:15,49.3,,
1/28/2021 2:30,50.1,,
1/28/2021 2:45,52.8,,
1/28/2021 3:00,52.7,,
1/28/2021 3:15,52.4,,
1/28/2021 3:30,51.9,,
1/28/2021 3:45,51.8,,
1/28/2021 4:00,49.5,,
1/28/2021 4:15,51.0,,
1/28/2021 4:30,48.5,,
1/28/2021 4:45,48.3,,
1/28/2021 5:00,48.8,,
1/28/2021 5:15,48.6,,
1/28/2021 5:30,47.2,,
1/28/2021 5:45,46.9,,
1/28/2021 6:00,47.7,,
1/28/2021 6:15,47.9,,
1/28/2021 6:30,46.4,,
1/28/2021 6:45,48.3,,
1/28/2021 7:00,46.6,,
1/28/2021 7:15,48.1,,
1/28/2021 7:30,47.7,,
1/28/2021 7:45,47.2,,
1/28/2021 8:00,46.4,,
1/28/2021 8:15,46.4,,
1/28/2021 8:30,47.5,,
1/28/2021 8:45,46.2,,
1/28/2021 9:00,46.4,,
1/28/2021 9:15,46.6,,
1/28/2021 9:30,47.7,,
1/28/2021 9:45,47.6,,
1/28/2021 10:00,46.9,,
1/28/2021 10:15,47.3,,
1/28/2021 10:30,46.4,,
1/28/2021 10:45,46.8,,
1/28/2021 11:00,47.0,,
1/28/2021 11:15,46.8,,
1/28/2021 11:30,47.6,,
1/28/2021 11:45,47.2,,
1/28/2021 12:00,48.3,,
1/28/2021 12:15,46.2,,
1/28/2021 12:30,47.1,,
1/28/2021 12:45,47.2,,
1/28/2021 13:00,46.8,,
1/28/2021 13:15,47.4,,
1/28/2021 13:30,46.2,,
1/28/2021 13:45,46.3,,
1/28/2021 14:00,46.7,,
1/28/2021 14:15,47.5,,
1/28/2021 14:30,46.5,,
1/28/2021 14:45,46.6,,
1/28/2021 15:00,46.5,,
1/28/2021 15:15,47.5,,
1/28/2021 15:30,45.5,,
1/28/2021 15:45,45.3,,
1/28/2021 16:00,46.8,,
1/28/2021 16:15,45.4,,
1/28/2021 16:30,46.3,,
1/28/2021 16:45,47.4,,
1/28/2021 17:00,46.5,,
1/28/2021 17:15,45.2,,
1/28/2021 17:30,46.1,,
1/28/2021 17:45,46.3,,
1/28/2021 18:00,45.0,,
1/28/2021 18:15,44.9,,
1/28/2021 18:30,45.1,,
1/28/2021 18:45,44.8,,
1/28/2021 19:00,45.9,,
1/28/2021 19:15,46.1,,
1/28/2021 19:30,46.5,,
1/28/2021 19:45,46.5,,
1/28/2021 20:00,44.7,,
1/28/2021 20:15,45.0,,
1/28/2021 20:30,44.8,,
1/28/2021 20:45,45.8,,
1/28/2021 21:00,45.9,,
1/28/2021 21:15,45.9,,
1/28/2021 21:30,45.1,,
1/28/2021 21:45,46.1,,
1/28/2021 22:00,44.7,,
1/28/2021 22:15,46.3,,
1/28/2021 22:30,44.5,,
1/28/2021 22:45,46.3,,
1/28/2021 23:00,44.4,,
1/28/2021 23:15,44.3,,
1/28/2021 23:30,45.8,,
1/28/2021 23:45,44.6,,
1/29/2021 0:00,44.4,,
1/29/2021 0:15,45.7,,
1/29/2021 0:30,45.4,,
1/29/2021 0:45,44.2,,
1/29/2021 1:00,44.3,,
1/29/2021 1:15,44.8,,
1/29/2021 1:30,43.5,,
1/29/2021 1:45,45.3,,
1/29/2021 2:00,44.0,,
1/29/2021 2:15,44.7,,
1/29/2021 2:30,45.0,,
1/29/2021 2:45,45.5,,
1/29/2021 3:00,44.3,,
1/29/2021 3:15,43.9,,
1/29/2021 3:30,43.8,,
1/29/2021 3:45,43.4,,
1/29/2021 4:00,43.9,,
1/29/2021 4:15,43.1,,
1/29/2021 4:30,43.0,,
1/29/2021 4:45,42.6,,
1/29/2021 5:00,44.3,,
1/29/2021 5:15,42.9,,
1/29/2021 5:30,44.7,,
1/29/2021 5:45,43.1,,
1/29/2021 6:00,43.8,,
1/29/2021 6:15,43.5,,
1/29/2021 6:30,42.7,,
1/29/2021 6:45,43.7,,
1/29/2021 7:00,44.2,,
1/29/2021 7:15,44.4,,
1/29/2021 7:30,42.8,,
1/29/2021 7:45,43.3,,
1/29/2021 8:00,43.8,,
1/29/2021 8:15,43.3,,
1/29/2021 8:30,42.6,,
1/29/2021 8:45,44.2,,
1/29/2021 9:00,43.4,,
1/29/2021 9:15,42.6,,
1/29/2021 9:30,43.9,,
1/29/2021 9:45,42.8,,
1/29/2021 10:00,44.0,,
1/29/2021 10:15,43.7,,
1/29/2021 10:30,43.8,,
1/29/2021 10:45,42.0,,
1/29/2021 11:00,43.1,,
1/29/2021 11:15,42.3,,
1/29/2021 11:30,41.6,,
1/29/2021 11:45,42.4,,
1/29/2021 12:00,41.7,,
1/29/2021 12:15,42.8,,
1/29/2021 12:30,41.9,,
1/29/2021 12:45,42.5,,
1/29/2021 13:00,42.3,,
1/29/2021 13:15,42.3,,
1/29/2021 13:30,42.3,,
1/29/2021 13:45,43.0,,
1/29/2021 14:00,41.4,,
1/29/2021 14:15,42.0,,
1/29/2021 14:30,41.3,,
1/29/2021 14:45,41.8,,
1/29/2021 15:00,41.6,,
1/29/2021 15:15,41.2,,
1/29/2021 15:30,42.0,,
1/29/2021 15:45,42.6,,
1/29/2021 16:00,41.4,,
1/29/2021 16:15,42.2,,
1/29/2021 16:30,40.9,,
1/29/2021 16:45,42.2,,
1/29/2021 17:00,41.7,,
1/29/2021 17:15,42.1,,
1/29/2021 17:30,41.6,,
1/29/2021 17:45,41.8,,
1/29/2021 18:00,40.7,,
1/29/2021 18:15,41.5,,
1/29/2021 18:30,41.7,,
1/29/2021 18:45,41.9,,
1/29/2021 19:00,41.5,,
1/29/2021 19:15,42.0,,
1/29/2021 19:30,41.3,,
1/29/2021 19:45,40.9,,
1/29/2021 20:00,40.9,,
1/29/2021 20:15,40.8,,
1/29/2021 20:30,40.6,,
1/29/2021 20:45,40.8,,
1/29/2021 21:00,40.5,,
1/29/2021 21:15,40.3,,
1/29/2021 21:30,39.9,,
1/29/2021 21:45,40.8,,
1/29/2021 22:00,40.9,,
1/29/2021 22:15,41.1,,
1/29/2021 22:30,40.9,,
